"code_sect_activite","libelle_sect_activite","code_ss_sect_activite","libelle_ss_sect_activite","code_ogr_rome","code_rome","libelle_rome","principal"
"99","Bâtiment et travaux publics (BTP)","","","150","F1201","Conducteur / Conductrice de travaux","oui"
"99","Bâtiment et travaux publics (BTP)","","","151","F1202","Chef / Cheffe de chantier","oui"
"99","Bâtiment et travaux publics (BTP)","","","403076","F1205","Responsable de travaux BTP","oui"
"99","Bâtiment et travaux publics (BTP)","","","489220","F1206","Chef / Cheffe d'équipe bâtiment","oui"
"99","Bâtiment et travaux publics (BTP)","","","490402","F1207","Chef / Cheffe d'équipe travaux publics","oui"
"99","Bâtiment et travaux publics (BTP)","","","154","F1301","Grutier / Grutière","oui"
"99","Bâtiment et travaux publics (BTP)","","","155","F1302","Conducteur / Conductrice d'engins de chantier","oui"
"99","Bâtiment et travaux publics (BTP)","","","158","F1501","Poseur / Poseuse de charpentes ou constructions bois","oui"
"99","Bâtiment et travaux publics (BTP)","","","160","F1503","Charpentier / Charpentière","oui"
"99","Bâtiment et travaux publics (BTP)","","","488871","F1504","Charpentier / Charpentière de marine","oui"
"99","Bâtiment et travaux publics (BTP)","","","161","F1601","Plâtrier / Plâtrière","oui"
"99","Bâtiment et travaux publics (BTP)","","","162","F1602","Électricien / Électricienne du bâtiment","oui"
"99","Bâtiment et travaux publics (BTP)","","","163","F1603","Plombier / Plombière","oui"
"99","Bâtiment et travaux publics (BTP)","","","164","F1604","Plaquiste","oui"
"99","Bâtiment et travaux publics (BTP)","","","166","F1606","Peintre en bâtiment","oui"
"99","Bâtiment et travaux publics (BTP)","","","167","F1607","Menuisier / Menuisière aluminium","oui"
"99","Bâtiment et travaux publics (BTP)","","","168","F1608","Carreleur / Carreleuse","oui"
"99","Bâtiment et travaux publics (BTP)","","","169","F1609","Solier / Solière","oui"
"99","Bâtiment et travaux publics (BTP)","","","170","F1610","Installateur mainteneur / Installatrice mainteneuse en systèmes solaires, thermiques et photovoltaïques","oui"
"99","Bâtiment et travaux publics (BTP)","","","171","F1611","Façadier / Façadière","oui"
"99","Bâtiment et travaux publics (BTP)","","","172","F1612","Tailleur / Tailleuse de pierre","oui"
"99","Bâtiment et travaux publics (BTP)","","","173","F1613","Étancheur / Étancheuse","oui"
"99","Bâtiment et travaux publics (BTP)","","","403073","F1614","Poseur / Poseuse en fermetures de bâtiment","oui"
"99","Bâtiment et travaux publics (BTP)","","","403080","F1615","Poseur / Poseuse de cloisons démontables et mobiles","oui"
"99","Bâtiment et travaux publics (BTP)","","","403081","F1616","Poseur / Poseuse de menuiseries extérieures","oui"
"99","Bâtiment et travaux publics (BTP)","","","403082","F1617","Poseur / Poseuse de véranda","oui"
"99","Bâtiment et travaux publics (BTP)","","","403083","F1618","Poseur / Poseuse de façade vitrée","oui"
"99","Bâtiment et travaux publics (BTP)","","","404037","F1619","Couvreur / Couvreuse","oui"
"99","Bâtiment et travaux publics (BTP)","","","404539","F1620","Installateur / Installatrice chauffage et climatisation","oui"
"99","Bâtiment et travaux publics (BTP)","","","488572","F1621","Ramoneur / Ramoneuse","oui"
"99","Bâtiment et travaux publics (BTP)","","","488912","F1622","Monteur / Monteuse en éclairage public","oui"
"99","Bâtiment et travaux publics (BTP)","","","489084","F1624","Staffeur Stuqueur / Staffeuse Stuqueuse","oui"
"99","Bâtiment et travaux publics (BTP)","","","489189","F1625","Monteur / Monteuse en agencement","oui"
"99","Bâtiment et travaux publics (BTP)","","","174","F1701","Coffreur / Coffreuse","oui"
"99","Bâtiment et travaux publics (BTP)","","","175","F1702","Ouvrier / Ouvrière en voiries","oui"
"99","Bâtiment et travaux publics (BTP)","","","176","F1703","Maçon / Maçonne","oui"
"99","Bâtiment et travaux publics (BTP)","","","177","F1704","Manœuvre bâtiment","oui"
"99","Bâtiment et travaux publics (BTP)","","","178","F1705","Poseur / Poseuse de canalisations","oui"
"99","Bâtiment et travaux publics (BTP)","","","403952","F1707","Maçon / Maçonne du paysage","oui"
"99","Bâtiment et travaux publics (BTP)","","","403954","F1708","Installateur-poseur / Installatrice-poseuse de piscines préfabriquées","oui"
"99","Bâtiment et travaux publics (BTP)","","","404038","F1709","Démolisseur / Démolisseuse","oui"
"99","Bâtiment et travaux publics (BTP)","","","488283","F1710","Magasinier / Magasinière en négoce des matériaux de construction","oui"
"99","Bâtiment et travaux publics (BTP)","","","304","I1101","Directeur / Directrice des travaux bâtiment","oui"
"99","Bâtiment et travaux publics (BTP)","","","308","I1202","Agent / Agente d'entretien de la voirie","oui"
"99","Bâtiment et travaux publics (BTP)","","","488735","N1108","Conducteur / Conductrice de grue mobile","oui"
"99","Bâtiment et travaux publics (BTP)","","","489077","N1114","Conducteur / Conductrice d'engins lourds de manutention","oui"
"99","Bâtiment et travaux publics (BTP)","","","488583","N4107","Conducteur livreur / Conductrice livreuse de béton prêt à l'emploi","oui"
"88","Commerce et distribution","124","Commerce de détail","80","D1101","Boucher / Bouchère","non"
"88","Commerce et distribution","124","Commerce de détail","81","D1102","Boulanger / Boulangère","non"
"88","Commerce et distribution","124","Commerce de détail","82","D1103","Charcutier-traiteur / Charcutière-traiteuse","non"
"88","Commerce et distribution","124","Commerce de détail","83","D1104","Pâtissier / Pâtissière","non"
"88","Commerce et distribution","124","Commerce de détail","84","D1105","Poissonnier / Poissonnière","non"
"88","Commerce et distribution","124","Commerce de détail","85","D1106","Épicier / Épicière","non"
"88","Commerce et distribution","124","Commerce de détail","488597","D1108","Chef boulanger / Cheffe boulangère","non"
"88","Commerce et distribution","124","Commerce de détail","489178","D1109","Chef boucher / Cheffe bouchère","non"
"88","Commerce et distribution","124","Commerce de détail","87","D1201","Brocanteur / Brocanteuse","non"
"88","Commerce et distribution","124","Commerce de détail","88","D1202","Coiffeur / Coiffeuse","non"
"88","Commerce et distribution","124","Commerce de détail","95","D1209","Fleuriste","non"
"88","Commerce et distribution","124","Commerce de détail","96","D1210","Vendeur / Vendeuse en animalerie","non"
"88","Commerce et distribution","124","Commerce de détail","100","D1214","Vendeur / Vendeuse en prêt-à-porter","non"
"88","Commerce et distribution","124","Commerce de détail","489010","D1219","Vendeur / Vendeuse conseil en jardinerie","non"
"88","Commerce et distribution","124","Commerce de détail","489056","D1221","Vendeur / Vendeuse de produits culturels et ludiques","non"
"88","Commerce et distribution","124","Commerce de détail","489570","D1222","Masseur / Masseuse bien-être","non"
"88","Commerce et distribution","124","Commerce de détail","101","D1301","Responsable de magasin","non"
"88","Commerce et distribution","124","Commerce de détail","488618","D1302","Responsable de boutique","non"
"88","Commerce et distribution","124","Commerce de détail","108","D1407","Technico-commercial / Technico-commerciale","non"
"88","Commerce et distribution","124","Commerce de détail","488908","D1417","Chef / Cheffe des ventes","non"
"88","Commerce et distribution","124","Commerce de détail","488928","D1419","Courtier / Courtière en vins","non"
"88","Commerce et distribution","124","Commerce de détail","489185","D1420","Cadre Technico-commercial / Technico-commerciale","non"
"88","Commerce et distribution","124","Commerce de détail","489052","E1113","E-commercial / E-commerciale","non"
"88","Commerce et distribution","124","Commerce de détail","209","G1804","Sommelier / Sommelière","non"
"88","Commerce et distribution","124","Commerce de détail","331","I1607","Mécanicien / Mécanicienne motocycles","non"
"88","Commerce et distribution","124","Commerce de détail","349","J1405","Opticien / Opticienne","non"
"88","Commerce et distribution","124","Commerce de détail","488737","K1907","Commissaire-priseur / Commissaire-priseure","non"
"88","Commerce et distribution","124","Commerce de détail","488915","K2116","Responsable d'unité d'enseignement de la conduite de véhicule","non"
"88","Commerce et distribution","124","Commerce de détail","488721","M1823","Consultant / Consultante avant-vente","non"
"88","Commerce et distribution","124","Commerce de détail","489067","M1851","Analyste décisionnel - Business Intelligence","non"
"88","Commerce et distribution","125","Commerce de gros","86","D1107","Grossiste en produits frais","non"
"88","Commerce et distribution","125","Commerce de gros","99","D1213","Vendeur / Vendeuse grossiste de matériels et équipements","non"
"88","Commerce et distribution","125","Commerce de gros","488618","D1302","Responsable de boutique","non"
"88","Commerce et distribution","125","Commerce de gros","102","D1401","Assistant commercial / Assistante commerciale","non"
"88","Commerce et distribution","125","Commerce de gros","103","D1402","Commercial / Commerciale grands comptes et entreprises","non"
"88","Commerce et distribution","125","Commerce de gros","403074","D1409","Assistant / Assistante administration des ventes","non"
"88","Commerce et distribution","125","Commerce de gros","403086","D1410","Attaché commercial / Attachée commerciale","non"
"88","Commerce et distribution","125","Commerce de gros","488868","D1415","Chargé / Chargée de relation client","non"
"88","Commerce et distribution","125","Commerce de gros","488879","D1416","Commercial / Commerciale auprès d'une clientèle d'entreprises","non"
"88","Commerce et distribution","125","Commerce de gros","488908","D1417","Chef / Cheffe des ventes","non"
"88","Commerce et distribution","125","Commerce de gros","488926","D1418","Négociant / Négociante en bois","non"
"88","Commerce et distribution","125","Commerce de gros","489052","E1113","E-commercial / E-commerciale","non"
"88","Commerce et distribution","125","Commerce de gros","488283","F1710","Magasinier / Magasinière en négoce des matériaux de construction","non"
"88","Commerce et distribution","125","Commerce de gros","456","M1101","Acheteur / Acheteuse","non"
"88","Commerce et distribution","125","Commerce de gros","457","M1102","Responsable des achats","non"
"88","Commerce et distribution","125","Commerce de gros","483","M1701","Responsable de l'administration des ventes","non"
"88","Commerce et distribution","123","Grande distribution","38","B1301","Étalagiste","non"
"88","Commerce et distribution","123","Grande distribution","98","D1212","Vendeur / Vendeuse en équipement de la maison","non"
"88","Commerce et distribution","123","Grande distribution","107","D1406","Responsable des ventes","non"
"88","Commerce et distribution","123","Grande distribution","110","D1501","Animateur / Animatrice des ventes","non"
"88","Commerce et distribution","123","Grande distribution","111","D1502","Chef / Cheffe de rayon alimentaire","non"
"88","Commerce et distribution","123","Grande distribution","112","D1503","Chef / Cheffe de rayon de produits non alimentaires","non"
"88","Commerce et distribution","123","Grande distribution","113","D1504","Directeur / Directrice de magasin","non"
"88","Commerce et distribution","123","Grande distribution","114","D1505","Caissier / Caissière","non"
"88","Commerce et distribution","123","Grande distribution","115","D1506","Marchandiseur / Marchandiseuse","non"
"88","Commerce et distribution","123","Grande distribution","116","D1507","Employé / Employée de libre-service","non"
"88","Commerce et distribution","123","Grande distribution","117","D1508","Responsable de caisses","non"
"88","Commerce et distribution","123","Grande distribution","118","D1509","Responsable de département en grande distribution","non"
"88","Commerce et distribution","123","Grande distribution","403087","D1510","Chef / Cheffe de secteur commercial","non"
"88","Commerce et distribution","123","Grande distribution","488312","H1512","Directeur / Directrice de zone","non"
"88","Commerce et distribution","","","38","B1301","Étalagiste","oui"
"88","Commerce et distribution","","","80","D1101","Boucher / Bouchère","oui"
"88","Commerce et distribution","","","81","D1102","Boulanger / Boulangère","oui"
"88","Commerce et distribution","","","82","D1103","Charcutier-traiteur / Charcutière-traiteuse","oui"
"88","Commerce et distribution","","","83","D1104","Pâtissier / Pâtissière","oui"
"88","Commerce et distribution","","","84","D1105","Poissonnier / Poissonnière","oui"
"88","Commerce et distribution","","","85","D1106","Épicier / Épicière","oui"
"88","Commerce et distribution","","","86","D1107","Grossiste en produits frais","oui"
"88","Commerce et distribution","","","488597","D1108","Chef boulanger / Cheffe boulangère","oui"
"88","Commerce et distribution","","","489178","D1109","Chef boucher / Cheffe bouchère","oui"
"88","Commerce et distribution","","","87","D1201","Brocanteur / Brocanteuse","oui"
"88","Commerce et distribution","","","88","D1202","Coiffeur / Coiffeuse","oui"
"88","Commerce et distribution","","","95","D1209","Fleuriste","oui"
"88","Commerce et distribution","","","96","D1210","Vendeur / Vendeuse en animalerie","oui"
"88","Commerce et distribution","","","98","D1212","Vendeur / Vendeuse en équipement de la maison","oui"
"88","Commerce et distribution","","","99","D1213","Vendeur / Vendeuse grossiste de matériels et équipements","oui"
"88","Commerce et distribution","","","100","D1214","Vendeur / Vendeuse en prêt-à-porter","oui"
"88","Commerce et distribution","","","489010","D1219","Vendeur / Vendeuse conseil en jardinerie","oui"
"88","Commerce et distribution","","","489056","D1221","Vendeur / Vendeuse de produits culturels et ludiques","oui"
"88","Commerce et distribution","","","489570","D1222","Masseur / Masseuse bien-être","oui"
"88","Commerce et distribution","","","101","D1301","Responsable de magasin","oui"
"88","Commerce et distribution","","","488618","D1302","Responsable de boutique","oui"
"88","Commerce et distribution","","","102","D1401","Assistant commercial / Assistante commerciale","oui"
"88","Commerce et distribution","","","103","D1402","Commercial / Commerciale grands comptes et entreprises","oui"
"88","Commerce et distribution","","","107","D1406","Responsable des ventes","oui"
"88","Commerce et distribution","","","108","D1407","Technico-commercial / Technico-commerciale","oui"
"88","Commerce et distribution","","","403074","D1409","Assistant / Assistante administration des ventes","oui"
"88","Commerce et distribution","","","403086","D1410","Attaché commercial / Attachée commerciale","oui"
"88","Commerce et distribution","","","488868","D1415","Chargé / Chargée de relation client","oui"
"88","Commerce et distribution","","","488879","D1416","Commercial / Commerciale auprès d'une clientèle d'entreprises","oui"
"88","Commerce et distribution","","","488908","D1417","Chef / Cheffe des ventes","oui"
"88","Commerce et distribution","","","488926","D1418","Négociant / Négociante en bois","oui"
"88","Commerce et distribution","","","488928","D1419","Courtier / Courtière en vins","oui"
"88","Commerce et distribution","","","489185","D1420","Cadre Technico-commercial / Technico-commerciale","oui"
"88","Commerce et distribution","","","110","D1501","Animateur / Animatrice des ventes","oui"
"88","Commerce et distribution","","","111","D1502","Chef / Cheffe de rayon alimentaire","oui"
"88","Commerce et distribution","","","112","D1503","Chef / Cheffe de rayon de produits non alimentaires","oui"
"88","Commerce et distribution","","","113","D1504","Directeur / Directrice de magasin","oui"
"88","Commerce et distribution","","","114","D1505","Caissier / Caissière","oui"
"88","Commerce et distribution","","","115","D1506","Marchandiseur / Marchandiseuse","oui"
"88","Commerce et distribution","","","116","D1507","Employé / Employée de libre-service","oui"
"88","Commerce et distribution","","","117","D1508","Responsable de caisses","oui"
"88","Commerce et distribution","","","118","D1509","Responsable de département en grande distribution","oui"
"88","Commerce et distribution","","","403087","D1510","Chef / Cheffe de secteur commercial","oui"
"88","Commerce et distribution","","","489052","E1113","E-commercial / E-commerciale","oui"
"88","Commerce et distribution","","","488312","H1512","Directeur / Directrice de zone","oui"
"88","Commerce et distribution","","","349","J1405","Opticien / Opticienne","oui"
"88","Commerce et distribution","","","488737","K1907","Commissaire-priseur / Commissaire-priseure","oui"
"88","Commerce et distribution","","","456","M1101","Acheteur / Acheteuse","oui"
"88","Commerce et distribution","","","457","M1102","Responsable des achats","oui"
"88","Commerce et distribution","","","483","M1701","Responsable de l'administration des ventes","oui"
"88","Commerce et distribution","","","488721","M1823","Consultant / Consultante avant-vente","oui"
"88","Commerce et distribution","","","489067","M1851","Analyste décisionnel - Business Intelligence","oui"
"94","Communication et marketing","","","104","D1403","Commercial / Commerciale auprès des particuliers","oui"
"94","Communication et marketing","","","109","D1408","Téléconseiller / Téléconseillère","oui"
"94","Communication et marketing","","","488282","D1411","Responsable Efficacité Commerciale (SFE)","oui"
"94","Communication et marketing","","","488326","D1414","Responsable de zone internationale","oui"
"94","Communication et marketing","","","119","E1101","Animateur / Animatrice de communauté virtuelle","oui"
"94","Communication et marketing","","","121","E1103","Chargé / Chargée des relations publiques","oui"
"94","Communication et marketing","","","122","E1104","Concepteur / Conceptrice de contenus multimedia","oui"
"94","Communication et marketing","","","125","E1107","Chef / Cheffe de projet événementiel","non"
"94","Communication et marketing","","","403088","E1109","Directeur / Directrice de la communication","oui"
"94","Communication et marketing","","","488749","E1110","Community manager","oui"
"94","Communication et marketing","","","488921","E1112","Chargé / Chargée de communication","oui"
"94","Communication et marketing","","","488782","E1207","Motion designer","non"
"94","Communication et marketing","","","140","E1401","Chef / Cheffe de publicité","oui"
"94","Communication et marketing","","","141","E1402","Média Planneur / Planneuse","oui"
"94","Communication et marketing","","","467","M1401","Enquêteur / Enquêtrice sondage","oui"
"94","Communication et marketing","","","470","M1404","Sondeur enquêteur / Sondeuse enquêtrice","oui"
"94","Communication et marketing","","","488756","M1411","Responsable d'enquêtes","oui"
"94","Communication et marketing","","","484","M1702","Planneur / Planneuse stratégique","oui"
"94","Communication et marketing","","","486","M1704","Responsable relation client (CRM)","oui"
"94","Communication et marketing","","","487","M1705","Responsable marketing","oui"
"94","Communication et marketing","","","488","M1706","Chef de promotion des ventes","oui"
"94","Communication et marketing","","","489","M1707","Responsable Commercial / Commerciale","oui"
"94","Communication et marketing","","","488274","M1708","Directeur / Directrice de l'accès au marché","non"
"94","Communication et marketing","","","488307","M1710","Responsable régional / Responsable régionale des relations scientifiques médicales","non"
"94","Communication et marketing","","","488310","M1711","Directeur / Directrice du marketing","oui"
"94","Communication et marketing","","","488340","M1712","Directeur / Directrice de l'information promotionnelle du médicament","oui"
"94","Communication et marketing","","","488569","M1714","Chargé / Chargée de l'information promotionnelle du médicament","non"
"94","Communication et marketing","","","488738","M1715","Directeur commercial / Directrice commerciale","oui"
"94","Communication et marketing","","","488873","M1716","Responsable marketing digital","oui"
"82","Culture et patrimoine","","","10","A1204","Garde Forestier / Forestière","oui"
"82","Culture et patrimoine","","","488793","B1102","Mosaïste d'art","non"
"82","Culture et patrimoine","","","48","B1701","Taxidermiste","oui"
"82","Culture et patrimoine","","","488794","G1106","Animateur / Animatrice du patrimoine","oui"
"82","Culture et patrimoine","","","182","G1201","Guide-accompagnateur / Guide-accompagnatrice","non"
"82","Culture et patrimoine","","","488606","G1222","Guide-conférencier / Guide-conférencière","oui"
"82","Culture et patrimoine","","","488633","G1225","Ouvreur / Ouvreuse de salle de spectacles","non"
"82","Culture et patrimoine","","","488752","G1227","Guide-interprète","oui"
"82","Culture et patrimoine","","","489016","G1231","Accompagnateur / Accompagnatrice en écotourisme","non"
"82","Culture et patrimoine","","","243","H2207","Ébéniste","non"
"82","Culture et patrimoine","","","389","K1601","Documentaliste","oui"
"82","Culture et patrimoine","","","390","K1602","Conservateur / Conservatrice du patrimoine","oui"
"82","Culture et patrimoine","","","488327","K1603","Bibliothécaire","oui"
"82","Culture et patrimoine","","","488610","K1604","Directeur / Directrice d'établissement culturel","oui"
"82","Culture et patrimoine","","","488727","K1605","Commissaire d'exposition","oui"
"82","Culture et patrimoine","","","488758","K1606","Responsable de la conservation préventive","oui"
"82","Culture et patrimoine","","","489080","K1607","Conservateur / Conservatrice des antiquités et objets d'art","oui"
"97","Édition","","","120","E1102","Écrivain / Écrivaine","oui"
"97","Édition","","","123","E1105","Éditeur / Éditrice","oui"
"97","Édition","","","124","E1106","Journaliste","oui"
"97","Édition","","","126","E1108","Traducteur / Traductrice","oui"
"108","Énergie","","","488719","F1122","Ingénieur / Ingénieure Chantier nucléaire","non"
"108","Énergie","","","488632","H1522","Technicien / Technicienne en contrôles et essais non destructifs (CND END)","oui"
"108","Énergie","","","272","H2701","Technicien / Technicienne énergie","oui"
"108","Énergie","","","488305","H2702","Conducteur / Conductrice de bloc nucléaire","oui"
"108","Énergie","","","488631","H2703","Technicien / Technicienne de maintenance de batteries de véhicules électriques","oui"
"108","Énergie","","","488775","H2704","Technicien démonteur / Technicienne démonteuse de batteries de véhicules électriques","non"
"108","Énergie","","","489071","H2705","Pilote de ligne de production de composants et de cellules pour batteries de véhicules électriques","non"
"108","Énergie","","","488930","I1105","Responsable de maintenance et d'exploitation","non"
"108","Énergie","","","317","I1308","Technicien / Technicienne chauffagiste","oui"
"108","Énergie","","","318","I1309","Électricien / Électricienne de maintenance","oui"
"112","Enseignement et formation","150","Conseil, orientation et formation","488919","D1218","Formateur coiffeur / Formatrice coiffeuse","non"
"112","Enseignement et formation","150","Conseil, orientation et formation","327","I1603","Mécanicien-réparateur / Mécanicienne-réparatrice en matériels agricoles","non"
"112","Enseignement et formation","150","Conseil, orientation et formation","404","K2101","Conseiller / Conseillère en formation","non"
"112","Enseignement et formation","150","Conseil, orientation et formation","405","K2102","Responsable pédagogique","non"
"112","Enseignement et formation","150","Conseil, orientation et formation","413","K2110","Moniteur / Monitrice d'auto-école","non"
"112","Enseignement et formation","150","Conseil, orientation et formation","414","K2111","Formateur / Formatrice","non"
"112","Enseignement et formation","150","Conseil, orientation et formation","415","K2112","Conseiller / Conseillère d'orientation","non"
"112","Enseignement et formation","150","Conseil, orientation et formation","488317","K2114","Formateur / Formatrice qualité","non"
"112","Enseignement et formation","150","Conseil, orientation et formation","488915","K2116","Responsable d'unité d'enseignement de la conduite de véhicule","non"
"112","Enseignement et formation","151","Enseignement","489200","F1123","Glaciologue","non"
"112","Enseignement et formation","151","Enseignement","488288","G1220","Educateur sportif / Educatrice sportive spécialisé(e) en activités physiques et sportives adaptées","non"
"112","Enseignement et formation","151","Enseignement","327","I1603","Mécanicien-réparateur / Mécanicienne-réparatrice en matériels agricoles","non"
"112","Enseignement et formation","151","Enseignement","331","I1607","Mécanicien / Mécanicienne motocycles","non"
"112","Enseignement et formation","151","Enseignement","488866","I1618","Mécanicien / Mécanicienne en matériels motorisés de parcs et jardins","non"
"112","Enseignement et formation","151","Enseignement","404046","K1308","Agent territorial spécialisé / Agente territoriale spécialisée des écoles maternelles (ATSEM)","non"
"112","Enseignement et formation","151","Enseignement","406","K2103","Chef / Cheffe d'établissement","non"
"112","Enseignement et formation","151","Enseignement","407","K2104","Surveillant / Surveillante en milieu scolaire","non"
"112","Enseignement et formation","151","Enseignement","408","K2105","Professeur / Professeure de musique","non"
"112","Enseignement et formation","151","Enseignement","409","K2106","Professeur / Professeure des écoles","non"
"112","Enseignement et formation","151","Enseignement","410","K2107","Professeur / Professeure de collège et de lycée","non"
"112","Enseignement et formation","151","Enseignement","411","K2108","Professeur / Professeure des universités","non"
"112","Enseignement et formation","151","Enseignement","412","K2109","Professeur / Professeure d'enseignement professionnel","non"
"112","Enseignement et formation","151","Enseignement","488886","K2115","Conseiller principal / Conseillère principale d'éducation","non"
"112","Enseignement et formation","151","Enseignement","488923","K2117","Inspecteur / Inspectrice de l'Éducation Nationale -IEN-","non"
"112","Enseignement et formation","151","Enseignement","489031","K2118","Directeur / Directrice d'école primaire","non"
"112","Enseignement et formation","","","488919","D1218","Formateur coiffeur / Formatrice coiffeuse","oui"
"112","Enseignement et formation","","","404046","K1308","Agent territorial spécialisé / Agente territoriale spécialisée des écoles maternelles (ATSEM)","oui"
"112","Enseignement et formation","","","404","K2101","Conseiller / Conseillère en formation","oui"
"112","Enseignement et formation","","","405","K2102","Responsable pédagogique","oui"
"112","Enseignement et formation","","","406","K2103","Chef / Cheffe d'établissement","oui"
"112","Enseignement et formation","","","407","K2104","Surveillant / Surveillante en milieu scolaire","oui"
"112","Enseignement et formation","","","408","K2105","Professeur / Professeure de musique","oui"
"112","Enseignement et formation","","","409","K2106","Professeur / Professeure des écoles","oui"
"112","Enseignement et formation","","","410","K2107","Professeur / Professeure de collège et de lycée","oui"
"112","Enseignement et formation","","","411","K2108","Professeur / Professeure des universités","oui"
"112","Enseignement et formation","","","412","K2109","Professeur / Professeure d'enseignement professionnel","oui"
"112","Enseignement et formation","","","413","K2110","Moniteur / Monitrice d'auto-école","oui"
"112","Enseignement et formation","","","414","K2111","Formateur / Formatrice","oui"
"112","Enseignement et formation","","","415","K2112","Conseiller / Conseillère d'orientation","oui"
"112","Enseignement et formation","","","488317","K2114","Formateur / Formatrice qualité","oui"
"112","Enseignement et formation","","","488886","K2115","Conseiller principal / Conseillère principale d'éducation","oui"
"112","Enseignement et formation","","","488915","K2116","Responsable d'unité d'enseignement de la conduite de véhicule","oui"
"112","Enseignement et formation","","","488923","K2117","Inspecteur / Inspectrice de l'Éducation Nationale -IEN-","oui"
"112","Enseignement et formation","","","489031","K2118","Directeur / Directrice d'école primaire","oui"
"80","Environnement","","","8","A1202","Agent / Agente d'entretien des espaces naturels","oui"
"80","Environnement","","","9","A1203","Agent / Agente d'entretien des espaces verts","oui"
"80","Environnement","","","488640","A1207","Chef / Cheffe d'équipe d'entretien d'espaces naturels","oui"
"80","Environnement","","","488755","A1209","Élagueur / Élagueuse","non"
"80","Environnement","","","489160","A1213","Conducteur / Conductrice de travaux forestiers","non"
"80","Environnement","","","488578","F1115","Vulcanologue","oui"
"80","Environnement","","","488615","F1118","Sismologue","oui"
"80","Environnement","","","488621","F1119","Pédologue","oui"
"80","Environnement","","","489200","F1123","Glaciologue","oui"
"80","Environnement","","","488897","F1124","Hydrologue","oui"
"80","Environnement","","","488572","F1621","Ramoneur / Ramoneuse","non"
"80","Environnement","","","178","F1705","Poseur / Poseuse de canalisations","non"
"80","Environnement","","","488584","G1103","Directeur / Directrice de parc régional","oui"
"80","Environnement","","","488794","G1106","Animateur / Animatrice du patrimoine","non"
"80","Environnement","","","403958","G1210","Enseignant / Enseignante d'équitation","non"
"80","Environnement","","","222","H1301","Inspecteur / Inspectrice de conformité","oui"
"80","Environnement","","","224","H1303","Technicien / Technicienne en Hygiène, Sécurité, Environnement industriel (HSE)","non"
"80","Environnement","","","324","I1503","Technicien / Technicienne en risques technologiques","oui"
"80","Environnement","","","488273","I1504","Décontaminateur / Décontamineuse nucléaire et radiologique","oui"
"80","Environnement","","","488281","I1505","Technicien / Technicienne déchet nucléaire","oui"
"80","Environnement","","","489013","I1507","Opérateur / Opératrice démantèlement nucléaire","oui"
"80","Environnement","","","420","K2301","Agent / Agente d'assainissement","oui"
"80","Environnement","","","421","K2302","Directeur / Directrice collecte des déchets","oui"
"80","Environnement","","","422","K2303","Ripeur / Ripeuse","oui"
"80","Environnement","","","423","K2304","Agent / Agente de tri des déchets","oui"
"80","Environnement","","","425","K2306","Responsable de site éco-industriel","oui"
"80","Environnement","","","488790","K2307","Agent / Agente de propreté urbaine","oui"
"80","Environnement","","","489068","K2308","Opérateur / Opératrice de tri en récupération et revalorisation","oui"
"80","Environnement","","","489069","K2309","Technicien / Technicienne réutilisation recyclage","oui"
"80","Environnement","","","489221","K2310","Ambassadeur / Ambassadrice du tri","oui"
"80","Environnement","","","488287","M1406","Responsable RSE - Responsabilité Sociétale de l'Entreprise","oui"
"80","Environnement","","","488729","M1410","Responsable Green IT","non"
"80","Environnement","","","488936","M1413","Chargé / Chargée de mission RSE - Responsabilité Sociétale de l'Entreprise","oui"
"80","Environnement","","","488777","N4116","Conducteur / Conductrice de camion-benne","non"
"80","Environnement","","","488857","N4118","Conducteur / Conductrice enlèvement de déchets","non"
"91","Finance, banque et assurance","128","Assurance","55","C1101","Chargé / Chargée de produit en assurances","non"
"91","Finance, banque et assurance","128","Assurance","56","C1102","Conseiller / Conseillère en assurances","non"
"91","Finance, banque et assurance","128","Assurance","57","C1103","Courtier / Courtière en assurance","non"
"91","Finance, banque et assurance","128","Assurance","58","C1104","Responsable d'agence en assurances","non"
"91","Finance, banque et assurance","128","Assurance","59","C1105","Actuaire","non"
"91","Finance, banque et assurance","128","Assurance","60","C1106","Expert / Experte risques en assurances","non"
"91","Finance, banque et assurance","128","Assurance","61","C1107","Chargé / Chargée d'indemnisations en assurances","non"
"91","Finance, banque et assurance","128","Assurance","62","C1108","Responsable de département en assurances","non"
"91","Finance, banque et assurance","128","Assurance","63","C1109","Gestionnaire en assurances","non"
"91","Finance, banque et assurance","128","Assurance","64","C1110","Souscripteur / Souscriptrice en assurances","non"
"91","Finance, banque et assurance","128","Assurance","404510","C1111","Mandataire en assurance","non"
"91","Finance, banque et assurance","128","Assurance","404511","C1112","Agent général / Agente générale d'assurance","non"
"91","Finance, banque et assurance","128","Assurance","489048","C1113","Expert / Experte en assurances dommages automobile","non"
"91","Finance, banque et assurance","129","Banque","65","C1201","Chargé / Chargée d'accueil en banque","non"
"91","Finance, banque et assurance","129","Banque","66","C1202","Analyste de crédits et risques bancaires","non"
"91","Finance, banque et assurance","129","Banque","67","C1203","Chargé / Chargée d'affaires bancaires entreprise","non"
"91","Finance, banque et assurance","129","Banque","70","C1206","Conseiller / Conseillère de clientèle bancaire","non"
"91","Finance, banque et assurance","129","Banque","71","C1207","Directeur / Directrice d'agence bancaire","non"
