"code_centre_interet","libelle_centre_interet","code_ogr_rome","code_rome","libelle_rome","principal"
"4","J'ai le sens du contact","488304","M1610","Intendant / Intendante du sport","non"
"4","J'ai le sens du contact","488787","M1612","Assistant / Assistante de service juridique","non"
"4","J'ai le sens du contact","488885","M1613","Télésecrétaire","non"
"4","J'ai le sens du contact","488927","M1614","Standardiste","oui"
"4","J'ai le sens du contact","489012","M1615","Distributeur / Distributrice de prospectus et imprimés","non"
"4","J'ai le sens du contact","489162","M1616","Steward / Hôtesse au sol","oui"
"4","J'ai le sens du contact","489184","M1617","Médecin responsable de la Documentation et de l'Information Médicale (Médecin responsable -DIM-)","non"
"4","J'ai le sens du contact","486","M1704","Responsable relation client (CRM)","non"
"4","J'ai le sens du contact","488342","M1713","Responsable d'associations de patients","non"
"4","J'ai le sens du contact","495","M1806","Product Owner","non"
"4","J'ai le sens du contact","488721","M1823","Consultant / Consultante avant-vente","non"
"4","J'ai le sens du contact","488768","M1828","Chef de projet / Cheffe de projet (Project Management Officer)","non"
"4","J'ai le sens du contact","505","N1201","Affréteur / Affréteuse","non"
"4","J'ai le sens du contact","510","N2101","Steward / Hôtesse de l'air","non"
"4","J'ai le sens du contact","512","N2201","Agent / Agente d'escale","non"
"4","J'ai le sens du contact","489211","N2207","Agent / Agente d'accompagnement du transport","non"
"4","J'ai le sens du contact","524","N4102","Conducteur / Conductrice de transport de particuliers","non"
"4","J'ai le sens du contact","525","N4103","Conducteur / Conductrice de bus","non"
"4","J'ai le sens du contact","526","N4104","Coursier / Coursière","non"
"4","J'ai le sens du contact","527","N4105","Chauffeur-livreur / Chauffeuse-livreuse","non"
"4","J'ai le sens du contact","488591","N4108","Chauffeur accompagnateur / Chauffeuse accompagnatrice de personnes à mobilité réduite","non"
"4","J'ai le sens du contact","488595","N4109","Conducteur / Conductrice de car","non"
"4","J'ai le sens du contact","488604","N4110","Releveur / Releveuse de compteurs","non"
"4","J'ai le sens du contact","489201","N4112","Chauffeur / Chauffeuse VTC","non"
"4","J'ai le sens du contact","488732","N4114","Conducteur livreur avitailleur / Conductrice livreuse avitailleuse en carburant","non"
"4","J'ai le sens du contact","489210","N4117","Conducteur / Conductrice d'attelage","non"
"4","J'ai le sens du contact","488874","N4119","Conducteur / Conductrice de tramway","non"
"4","J'ai le sens du contact","488881","N4120","Chauffeur-livreur préparateur / Chauffeuse-livreuse préparatrice de commandes","non"
"4","J'ai le sens du contact","488882","N4121","Aide-livreur / Aide-livreuse","non"
"4","J'ai le sens du contact","488931","N4123","Conducteur livreur installateur / Conductrice livreuse installatrice","non"
"4","J'ai le sens du contact","489226","N4124","Conducteur / Conductrice de taxi moto","non"
"4","J'ai le sens du contact","488935","N4125","Conducteur / Conductrice de transport animalier","non"
"4","J'ai le sens du contact","489032","N4127","Chauffeur accompagnateur / Chauffeuse accompagnatrice tourisme","non"
"4","J'ai le sens du contact","489043","N4128","Conducteur / Conductrice de navette de moins de 9 personnes","non"
"4","J'ai le sens du contact","489225","N4129","Conducteur / Conductrice de corbillard","non"
"4","J'ai le sens du contact","489161","N4131","Chauffeur / Chauffeuse de direction","non"
"4","J'ai le sens du contact","489190","N4132","Agent commercial / Agente commerciale de conduite transport en commun","non"
"5","J'ai le sens du service public","488912","F1622","Monteur / Monteuse en éclairage public","non"
"5","J'ai le sens du service public","181","G1102","Chargé / Chargée de promotion touristique","non"
"5","J'ai le sens du service public","488633","G1225","Ouvreur / Ouvreuse de salle de spectacles","non"
"5","J'ai le sens du service public","488321","H1104","Directeur / Directrice des affaires médicales pharmaceutiques","non"
"5","J'ai le sens du service public","488314","H1513","Responsable de pharmacovigilance","oui"
"5","J'ai le sens du service public","488330","H1514","Chargé / Chargée de pharmacovigilance","non"
"5","J'ai le sens du service public","488565","H1521","Technicien / Technicienne de validation-qualification","oui"
"5","J'ai le sens du service public","309","I1203","Agent / Agente d'entretien du bâtiment","non"
"5","J'ai le sens du service public","488571","I1204","Agent / Agente d'entretien des piscines","non"
"5","J'ai le sens du service public","488349","I1403","Technicien / Technicienne Datacenter","oui"
"5","J'ai le sens du service public","361","J1505","Infirmier / Infirmière de prévention","non"
"5","J'ai le sens du service public","489197","J1512","Infirmier / Infirmière de santé au travail","non"
"5","J'ai le sens du service public","371","K1204","Médiateur social / Médiatrice sociale","non"
"5","J'ai le sens du service public","379","K1401","Cadre Dirigeant / Dirigeante d'administration centrale","non"
"5","J'ai le sens du service public","380","K1402","Médecin conseil","non"
"5","J'ai le sens du service public","382","K1404","Chargé / Chargée de mission développement territorial","oui"
"5","J'ai le sens du service public","383","K1405","Préfet / Préfète","oui"
"5","J'ai le sens du service public","404545","K1406","Secrétaire de mairie","oui"
"5","J'ai le sens du service public","384","K1501","Agent / Agente de constatation des douanes","non"
"5","J'ai le sens du service public","385","K1502","Inspecteur / Inspectrice du travail","non"
"5","J'ai le sens du service public","386","K1503","Contrôleur / Contrôleuse des impôts","non"
"5","J'ai le sens du service public","387","K1504","Régisseur / Régisseuse de recettes","oui"
"5","J'ai le sens du service public","388","K1505","Inspecteur / Inspectrice des douanes","oui"
"5","J'ai le sens du service public","389","K1601","Documentaliste","non"
"5","J'ai le sens du service public","390","K1602","Conservateur / Conservatrice du patrimoine","non"
"5","J'ai le sens du service public","488327","K1603","Bibliothécaire","non"
"5","J'ai le sens du service public","488610","K1604","Directeur / Directrice d'établissement culturel","non"
"5","J'ai le sens du service public","488727","K1605","Commissaire d'exposition","non"
"5","J'ai le sens du service public","488758","K1606","Responsable de la conservation préventive","non"
"5","J'ai le sens du service public","489080","K1607","Conservateur / Conservatrice des antiquités et objets d'art","non"
"5","J'ai le sens du service public","392","K1702","Responsable de sécurité civile et de secours","non"
"5","J'ai le sens du service public","394","K1704","Officier / Officière de police","non"
"5","J'ai le sens du service public","396","K1706","Agent / Agente de la force publique","non"
"5","J'ai le sens du service public","397","K1707","Policier municipal / Policière municipale","non"
"5","J'ai le sens du service public","488320","K1709","Commissaire de police","non"
"5","J'ai le sens du service public","488345","K1710","Officier de police judiciaire / Officière de police judiciaire","non"
"5","J'ai le sens du service public","488593","K1711","Surveillant pénitentiaire / Surveillante pénitentiaire","oui"
"5","J'ai le sens du service public","488892","K1714","Missilier / Missilière artillerie","non"
"5","J'ai le sens du service public","488907","K1716","Chef / Cheffe de service pénitentiaire","non"
"5","J'ai le sens du service public","489167","K1719","Chef / Cheffe de police municipale","non"
"5","J'ai le sens du service public","489186","K1720","Gardien / Gardienne de compagnie républicaine de sécurité","oui"
"5","J'ai le sens du service public","489212","K1721","Technicien / Technicienne en investigation criminelle","oui"
"5","J'ai le sens du service public","489180","K1722","Conducteur / Conductrice d'autorité de l'armée","non"
"5","J'ai le sens du service public","398","K1801","Conseiller / Conseillère en insertion professionnelle","non"
"5","J'ai le sens du service public","403","K1904","Juge","non"
"5","J'ai le sens du service public","405","K2102","Responsable pédagogique","non"
"5","J'ai le sens du service public","406","K2103","Chef / Cheffe d'établissement","non"
"5","J'ai le sens du service public","407","K2104","Surveillant / Surveillante en milieu scolaire","non"
"5","J'ai le sens du service public","409","K2106","Professeur / Professeure des écoles","non"
"5","J'ai le sens du service public","410","K2107","Professeur / Professeure de collège et de lycée","non"
"5","J'ai le sens du service public","411","K2108","Professeur / Professeure des universités","non"
"5","J'ai le sens du service public","412","K2109","Professeur / Professeure d'enseignement professionnel","non"
"5","J'ai le sens du service public","413","K2110","Moniteur / Monitrice d'auto-école","non"
"5","J'ai le sens du service public","414","K2111","Formateur / Formatrice","non"
"5","J'ai le sens du service public","415","K2112","Conseiller / Conseillère d'orientation","oui"
"5","J'ai le sens du service public","422","K2303","Ripeur / Ripeuse","non"
"5","J'ai le sens du service public","488790","K2307","Agent / Agente de propreté urbaine","non"
"5","J'ai le sens du service public","488730","K2506","Convoyeur / Convoyeuse de fonds","non"
"5","J'ai le sens du service public","488885","M1613","Télésecrétaire","non"
"5","J'ai le sens du service public","488772","M1829","Ingénieur / Ingénieure systèmes et réseaux des territoires connectés","non"
"5","J'ai le sens du service public","488890","M1835","Architecte systèmes et réseaux des territoires connectés","non"
"5","J'ai le sens du service public","488917","M1840","Directeur / Directrice de projets des territoires connectés","non"
"5","J'ai le sens du service public","525","N4103","Conducteur / Conductrice de bus","non"
"5","J'ai le sens du service public","488874","N4119","Conducteur / Conductrice de tramway","non"
"5","J'ai le sens du service public","489225","N4129","Conducteur / Conductrice de corbillard","non"
"5","J'ai le sens du service public","532","N4301","Conducteur / Conductrice de train","non"
"5","J'ai le sens du service public","533","N4302","Agent / Agente de contrôle","non"
"6","J'ai le souci du détail","12","A1301","Technicien / Technicienne de culture maraîchère","non"
"6","J'ai le souci du détail","13","A1302","Technicien / Technicienne agricole","non"
"6","J'ai le souci du détail","488793","B1102","Mosaïste d'art","non"
"6","J'ai le souci du détail","37","B1201","Céramiste d'art","non"
"6","J'ai le souci du détail","38","B1301","Étalagiste","non"
"6","J'ai le souci du détail","39","B1302","Décorateur / Décoratrice d'objets d'art","non"
"6","J'ai le souci du détail","40","B1303","Graveur / Graveuse d'art","oui"
"6","J'ai le souci du détail","488724","B1304","Artisan démonstrateur / Artisane démonstratrice","non"
"6","J'ai le souci du détail","41","B1401","Vannier / Vannière","non"
"6","J'ai le souci du détail","42","B1402","Relieur / Relieuse d'art","non"
"6","J'ai le souci du détail","489064","B1403","Restaurateur / Restauratrice de livres anciens","non"
"6","J'ai le souci du détail","43","B1501","Facteur / Factrice d'instruments de musique","non"
"6","J'ai le souci du détail","44","B1601","Métallier / Métallière d'art","non"
"6","J'ai le souci du détail","45","B1602","Souffleur / Souffleuse de verre","non"
"6","J'ai le souci du détail","46","B1603","Opérateur / Opératrice en orfèvrerie et bijouterie","oui"
"6","J'ai le souci du détail","47","B1604","Horloger / Horlogère","oui"
"6","J'ai le souci du détail","404957","B1605","Bijoutier / Bijoutière","oui"
"6","J'ai le souci du détail","404968","B1606","Joaillier / Joaillière","oui"
"6","J'ai le souci du détail","404969","B1607","Lapidaire / Diamantaire","oui"
"6","J'ai le souci du détail","404972","B1608","Opérateur / Opératrice en bijouterie","oui"
"6","J'ai le souci du détail","404976","B1609","Responsable d'atelier en bijouterie ou joaillerie","non"
"6","J'ai le souci du détail","404977","B1610","Sertisseur / Sertisseuse en bijouterie ou joaillerie","oui"
"6","J'ai le souci du détail","404978","B1611","Trieur / Trieuse de pierres et perles","oui"
"6","J'ai le souci du détail","488744","B1613","Orfèvre","oui"
"6","J'ai le souci du détail","489215","B1614","Monteur / Monteuse en orfèvrerie","oui"
"6","J'ai le souci du détail","490200","B1615","Orfèvre tourneur repousseur / Orfèvre tourneuse repousseuse","non"
"6","J'ai le souci du détail","48","B1701","Taxidermiste","non"
"6","J'ai le souci du détail","49","B1801","Chapelier / Chapelière","non"
"6","J'ai le souci du détail","50","B1802","Maroquinier / Maroquinière","non"
"6","J'ai le souci du détail","51","B1803","Couturier / Couturière","oui"
"6","J'ai le souci du détail","52","B1804","Brodeur / Brodeuse","oui"
"6","J'ai le souci du détail","53","B1805","Styliste","non"
"6","J'ai le souci du détail","54","B1806","Tapissier / Tapissière d'ameublement","oui"
"6","J'ai le souci du détail","63","C1109","Gestionnaire en assurances","oui"
"6","J'ai le souci du détail","489048","C1113","Expert / Experte en assurances dommages automobile","oui"
"6","J'ai le souci du détail","66","C1202","Analyste de crédits et risques bancaires","non"
"6","J'ai le souci du détail","75","C1401","Agent administratif / Agente administrative banque ou assurance","oui"
"6","J'ai le souci du détail","91","D1205","Employé / Employée de pressing","oui"
"6","J'ai le souci du détail","92","D1206","Cordonnier / Cordonnière","oui"
"6","J'ai le souci du détail","93","D1207","Retoucheur / Retoucheuse en habillement","oui"
"6","J'ai le souci du détail","403074","D1409","Assistant / Assistante administration des ventes","non"
"6","J'ai le souci du détail","111","D1502","Chef / Cheffe de rayon alimentaire","non"
"6","J'ai le souci du détail","112","D1503","Chef / Cheffe de rayon de produits non alimentaires","non"
"6","J'ai le souci du détail","127","E1201","Photographe","non"
"6","J'ai le souci du détail","128","E1202","Employé / Employée de laboratoire cinématographique","non"
"6","J'ai le souci du détail","129","E1203","Développeur / Développeuse de photographies","non"
"6","J'ai le souci du détail","132","E1301","Conducteur / Conductrice de machines d'impression","oui"
"6","J'ai le souci du détail","133","E1302","Conducteur / Conductrice de machines de façonnage routage","oui"
"6","J'ai le souci du détail","134","E1303","Responsable d'atelier d'impression","oui"
"6","J'ai le souci du détail","135","E1304","Agent / Agente de façonnage et routage","oui"
"6","J'ai le souci du détail","149","F1108","Métreur / Métreuse de la construction","non"
"6","J'ai le souci du détail","488637","F1121","Architecte du patrimoine national","non"
"6","J'ai le souci du détail","488719","F1122","Ingénieur / Ingénieure Chantier nucléaire","non"
"6","J'ai le souci du détail","166","F1606","Peintre en bâtiment","non"
"6","J'ai le souci du détail","489084","F1624","Staffeur Stuqueur / Staffeuse Stuqueuse","non"
"6","J'ai le souci du détail","187","G1206","Croupier / Croupière","non"
"6","J'ai le souci du détail","195","G1501","Employé / Employée d'étage","non"
"6","J'ai le souci du détail","196","G1502","Employé / Employée d'hôtel","non"
"6","J'ai le souci du détail","489029","H1108","Technicien / Technicienne support client en industrie","non"
"6","J'ai le souci du détail","215","H1204","Designer industriel / Designeuse industrielle","non"
"6","J'ai le souci du détail","218","H1207","Rédacteur / Rédactrice technique","non"
"6","J'ai le souci du détail","221","H1210","Technicien / Technicienne R&D","non"
"6","J'ai le souci du détail","404541","H1211","Attaché / Attachée de recherche clinique (ARC)","non"
"6","J'ai le souci du détail","488299","H1214","Agent / Agente de laboratoire de recherche industrielle","non"
"6","J'ai le souci du détail","488303","H1215","Bioinformaticien / Bioinformaticienne en études, recherche et développement","non"
"6","J'ai le souci du détail","488313","H1217","Technicien / Technicienne formulation","non"
"6","J'ai le souci du détail","488316","H1218","Responsable de projet recherche et développement","non"
"6","J'ai le souci du détail","488319","H1219","Responsable opérationnel / Responsable opérationnelle des études cliniques","non"
"6","J'ai le souci du détail","488322","H1220","Responsable formulation","non"
"6","J'ai le souci du détail","488347","H1222","Responsable médical / Responsable médicale des études cliniques","non"
"6","J'ai le souci du détail","488351","H1223","Coordinateur / Coordinatrice d'études cliniques","non"
"6","J'ai le souci du détail","488566","H1224","Technicien / Technicienne de laboratoire de recherche-développement","non"
"6","J'ai le souci du détail","489219","H1225","Ingénieur / Ingénieure développement nucléaire","non"
"6","J'ai le souci du détail","222","H1301","Inspecteur / Inspectrice de conformité","non"
"6","J'ai le souci du détail","223","H1302","Responsable Hygiène Sécurité Environnement (HSE) en industrie","non"
"6","J'ai le souci du détail","488285","H1304","Responsable environnement-hygiène-sécurité en industrie","non"
"6","J'ai le souci du détail","488596","H1305","Vérificateur / Vérificatrice de conformité industrielle","non"
"6","J'ai le souci du détail","488619","H1306","Ingénieur / Ingénieure sûreté en industrie nucléaire","non"
"6","J'ai le souci du détail","488751","H1307","Responsable de la conformité industrielle","non"
"6","J'ai le souci du détail","489183","H1309","Technicien / Technicienne en radioprotection","non"
"6","J'ai le souci du détail","232","H1504","Contrôleur / Contrôleuse technique en électricité-électronique","non"
"6","J'ai le souci du détail","233","H1505","Nez","non"
"6","J'ai le souci du détail","234","H1506","Contrôleur / Contrôleuse technique en métallurgie","non"
"6","J'ai le souci du détail","488278","H1508","Assureur / Assureuse qualité industrie","non"
"6","J'ai le souci du détail","488284","H1509","Responsable des affaires règlementaires","non"
"6","J'ai le souci du détail","488296","H1510","Technicien / Technicienne de laboratoire de contrôle","oui"
"6","J'ai le souci du détail","488309","H1511","Chargé / Chargée de validation-qualification","non"
"6","J'ai le souci du détail","488314","H1513","Responsable de pharmacovigilance","non"
"6","J'ai le souci du détail","488330","H1514","Chargé / Chargée de pharmacovigilance","non"
"6","J'ai le souci du détail","488336","H1515","Auditeur / Auditrice qualité en industrie","non"
"6","J'ai le souci du détail","488341","H1516","Expert / Experte métrologue","non"
"6","J'ai le souci du détail","488343","H1517","Responsable de laboratoire de contrôle en industrie pharmaceutique","non"
"6","J'ai le souci du détail","488344","H1518","Responsable assurance qualité en industrie","non"
"6","J'ai le souci du détail","488352","H1519","Responsable éthique-déontologie-conformité","non"
"6","J'ai le souci du détail","488353","H1520","Ingénieur / Ingénieure assurance qualité en industrie","non"
"6","J'ai le souci du détail","488632","H1522","Technicien / Technicienne en contrôles et essais non destructifs (CND END)","non"
"6","J'ai le souci du détail","403959","H2103","Opérateur / Opératrice de transformation des viandes","non"
"6","J'ai le souci du détail","244","H2208","Sculpteur / Sculptrice sur bois","non"
"6","J'ai le souci du détail","488276","H2302","Conducteur / Conductrice de procédé de fabrication","non"
"6","J'ai le souci du détail","488318","H2303","Opérateur / Opératrice de fabrication en industrie pharmaceutique","non"
"6","J'ai le souci du détail","247","H2401","Opérateur / Opératrice de fabrication industrie des cuirs, peaux et matériaux associés","non"
"6","J'ai le souci du détail","248","H2402","Couturier industriel / Couturière industrielle de l'habillement","non"
"6","J'ai le souci du détail","250","H2404","Conducteur / Conductrice de machine de production et transformation des fils","non"
"6","J'ai le souci du détail","255","H2409","Coupeur / Coupeuse en industrie textile et matériaux souples","non"
"6","J'ai le souci du détail","256","H2410","Opérateur / Opératrice de finition en industrie du textile","non"
"6","J'ai le souci du détail","257","H2411","Monteur / Monteuse prototypiste cuir et matériaux souples","non"
"6","J'ai le souci du détail","260","H2414","Opérateur / Opératrice de préparation ou de finition sur articles de cuirs, peaux ou matériaux associés","non"
"6","J'ai le souci du détail","261","H2415","Contrôleur / Contrôleuse en industrie textile","non"
"6","J'ai le souci du détail","488630","H2416","Gainier industriel / Gainière industrielle","non"
"6","J'ai le souci du détail","488714","H2417","Chef / Cheffe de rame textile","non"
"6","J'ai le souci du détail","488720","H2418","Opérateur / Opératrice sur machine de production et transformation des fils","non"
"6","J'ai le souci du détail","488740","H2419","Passementier / Passementière en industrie textile","non"
"6","J'ai le souci du détail","488760","H2420","Repasseur / Repasseuse en industrie textile et de l'habillement","non"
"6","J'ai le souci du détail","488761","H2421","Opérateur / Opératrice de fabrication de produits textiles","non"
"6","J'ai le souci du détail","488780","H2422","Tapissier industriel / Tapissière industrielle","non"
"6","J'ai le souci du détail","488856","H2423","Mécanicien / Mécanicienne industrie textile et de l'habillement","non"
"6","J'ai le souci du détail","488875","H2424","Chef(fe) de ligne chromo en industrie textile","non"
"6","J'ai le souci du détail","488901","H2425","Fileur / Fileuse en industrie textile","non"
"6","J'ai le souci du détail","488932","H2426","Chef(fe) d'équipe en atelier de coupe","non"
"6","J'ai le souci du détail","489060","H2427","Effileur / Effileuse en dentelles","non"
"6","J'ai le souci du détail","488286","H2506","Chef / Cheffe de production en industrie agroalimentaire","non"
"6","J'ai le souci du détail","488862","H2508","Ingénieur / Ingénieure exploitation nucléaire","non"
"6","J'ai le souci du détail","267","H2601","Bobinier / Bobinière en électricité","non"
"6","J'ai le souci du détail","268","H2602","Câbleur / Câbleuse d'armoires","non"
"6","J'ai le souci du détail","269","H2603","Opérateur / Opératrice sur machines automatisées en production électrique","non"
"6","J'ai le souci du détail","270","H2604","Assembleur / Assembleuse en produits électriques et électroniques","non"
"6","J'ai le souci du détail","271","H2605","Monteur-câbleur / Monteuse-câbleuse en électronique","non"
"6","J'ai le souci du détail","488763","H2606","Monteur-bobinier / Monteuse-bobinière en électricité","non"
"6","J'ai le souci du détail","488920","H2607","Chef / Cheffe d'équipe d'atelier de bobinage en électricité","non"
"6","J'ai le souci du détail","489222","H2608","Bobinier / Bobinière en matériels électroniques","non"
"6","J'ai le souci du détail","488631","H2703","Technicien / Technicienne de maintenance de batteries de véhicules électriques","non"
"6","J'ai le souci du détail","489071","H2705","Pilote de ligne de production de composants et de cellules pour batteries de véhicules électriques","oui"
"6","J'ai le souci du détail","274","H2802","Opérateur / Opératrice de fabrication en matériaux de construction","non"
"6","J'ai le souci du détail","278","H2901","Ajusteur-monteur / Ajusteuse-monteuse","non"
"6","J'ai le souci du détail","290","H2913","Soudeur / Soudeuse","non"
"6","J'ai le souci du détail","489024","H2915","Chef soudeur / Cheffe soudeuse","non"
"6","J'ai le souci du détail","489047","H2916","Soudeur / Soudeuse Tungsten Inert Gas -TIG-","non"
"6","J'ai le souci du détail","489194","H2917","Soudeur / Soudeuse MIG MAG","non"
"6","J'ai le souci du détail","297","H3301","Conducteur / Conductrice de ligne de conditionnement","non"
"6","J'ai le souci du détail","488913","H3304","Chef / Cheffe de ligne conditionnement","non"
"6","J'ai le souci du détail","489083","H3305","Conducteur / Conductrice de machines de conditionnement","non"
"6","J'ai le souci du détail","300","H3401","Opérateur / Opératrice de traitement d'abrasion de surface","non"
"6","J'ai le souci du détail","404973","H3405","Polisseur / Polisseuse en bijouterie ou joaillerie ou orfèvrerie","oui"
"6","J'ai le souci du détail","490329","H3407","Metteur au bain / Metteuse au bain argenture - dorure en orfèvrerie","non"
"6","J'ai le souci du détail","490351","H3408","Metteur au point polisseur / Metteuse au point polisseuse sur matrice en orfèvrerie","non"
"6","J'ai le souci du détail","316","I1307","Installateur / Installatrice fibre optique","non"
"6","J'ai le souci du détail","318","I1309","Électricien / Électricienne de maintenance","non"
"6","J'ai le souci du détail","488292","I1311","Technicien / Technicienne installation réseaux câblés fibre optique","non"
"6","J'ai le souci du détail","488332","I1312","Technicien / Technicienne réseaux mobiles","non"
"6","J'ai le souci du détail","488747","I1314","Monteur installateur / Monteuse installatrice d'équipements connectés","non"
"6","J'ai le souci du détail","488869","I1315","Monteur raccordeur / Monteuse raccordeuse fibre optique","non"
"6","J'ai le souci du détail","488900","I1317","Technicien / Technicienne de maintenance fibre optique","non"
"6","J'ai le souci du détail","488911","I1318","Instrumentiste Industriel / Industrielle","non"
"6","J'ai le souci du détail","489191","I1319","Technicien / Technicienne de maintenance réseaux mobiles","non"
"6","J'ai le souci du détail","489206","I1320","Technicien / Technicienne de maintenance d'équipements connectés","non"
"6","J'ai le souci du détail","321","I1402","Technicien / Technicienne SAV","non"
"6","J'ai le souci du détail","488349","I1403","Technicien / Technicienne Datacenter","non"
"6","J'ai le souci du détail","489033","I1404","Conseiller / Conseillère support technique informatique","non"
"6","J'ai le souci du détail","325","I1601","Préparateur / Préparatrice de bateau","non"
"6","J'ai le souci du détail","326","I1602","Mécanicien / Mécanicienne aéronautique","non"
"6","J'ai le souci du détail","327","I1603","Mécanicien-réparateur / Mécanicienne-réparatrice en matériels agricoles","non"
"6","J'ai le souci du détail","329","I1605","Mécanicien / Mécanicienne en mécanique marine/navale","non"
"6","J'ai le souci du détail","330","I1606","Carrossier-peintre / Carrossière-peintre","non"
"6","J'ai le souci du détail","331","I1607","Mécanicien / Mécanicienne motocycles","non"
"6","J'ai le souci du détail","488607","I1608","Démonteur / Démonteuse de véhicules hors d'usage","non"
"6","J'ai le souci du détail","489208","I1609","Peintre automobile","non"
"6","J'ai le souci du détail","488613","I1610","Responsable atelier carrosserie","non"
"6","J'ai le souci du détail","489045","I1612","Technicien expert / Technicienne experte après-vente automobile","oui"
"6","J'ai le souci du détail","488736","I1614","Préparateur / Préparatrice en peinture automobile","non"
"6","J'ai le souci du détail","489022","I1616","Mécanicien / Mécanicienne d'engins de chantier et de travaux publics","non"
"6","J'ai le souci du détail","488889","I1620","Mécanicien-réparateur / Mécanicienne-réparatrice d'engins de levage et de manutention","non"
"6","J'ai le souci du détail","334","J1103","Dentiste","non"
"6","J'ai le souci du détail","488916","J1110","Médecin légiste","non"
"6","J'ai le souci du détail","336","J1201","Biologiste médical / Biologiste médicale","non"
"6","J'ai le souci du détail","488743","J1204","Directeur / Directrice de laboratoire d'analyses de biologie médicale","non"
"6","J'ai le souci du détail","339","J1302","Technicien / Technicienne de laboratoires d'analyses médicales","non"
"6","J'ai le souci du détail","343","J1306","Manipulateur / Manipulatrice en radiologie","non"
"6","J'ai le souci du détail","404043","J1309","Agent / Agente de stérilisation de service hospitalier","non"
"6","J'ai le souci du détail","347","J1403","Ergothérapeute","non"
"6","J'ai le souci du détail","349","J1405","Opticien / Opticienne","non"
"6","J'ai le souci du détail","353","J1409","Podologue","non"
"6","J'ai le souci du détail","354","J1410","Prothésiste dentaire","non"
"6","J'ai le souci du détail","355","J1411","Orthoprothésiste","non"
"6","J'ai le souci du détail","359","J1503","Infirmier / Infirmière anesthésiste (IADE)","non"
"6","J'ai le souci du détail","360","J1504","Infirmier / Infirmière de bloc opératoire (IBODE)","non"
"6","J'ai le souci du détail","362","J1506","Infirmier / Infirmière en soins généraux (IDE)","non"
"6","J'ai le souci du détail","488289","J1508","Infirmier / Infirmière en Pratique Avancée (IPA)","non"
"6","J'ai le souci du détail","488567","J1510","Infirmier coordinateur / Infirmière coordinatrice (IDEC)","non"
"6","J'ai le souci du détail","389","K1601","Documentaliste","non"
"6","J'ai le souci du détail","488327","K1603","Bibliothécaire","non"
"6","J'ai le souci du détail","489080","K1607","Conservateur / Conservatrice des antiquités et objets d'art","non"
"6","J'ai le souci du détail","489034","K1717","Technicien électronicien / Technicienne électronicienne des armées","non"
"6","J'ai le souci du détail","489053","K1718","Mécanicien / Mécanicienne de systèmes d'armes","oui"
"6","J'ai le souci du détail","488725","K1724","Mécanicien / Mécanicienne d'engins blindés","non"
"6","J'ai le souci du détail","400","K1901","Notaire","non"
"6","J'ai le souci du détail","401","K1902","Clerc de notaire","non"
"6","J'ai le souci du détail","488574","K1905","Huissier / Huissière de justice","non"
"6","J'ai le souci du détail","488737","K1907","Commissaire-priseur / Commissaire-priseure","non"
"6","J'ai le souci du détail","416","K2201","Blanchisseur industriel / Blanchisseuse industrielle","non"
"6","J'ai le souci du détail","417","K2202","Laveur / Laveuse de vitres","non"
"6","J'ai le souci du détail","419","K2204","Agent / Agente de nettoyage industriel","non"
"6","J'ai le souci du détail","488581","K2205","Agent / Agente de propreté de locaux","non"
"6","J'ai le souci du détail","423","K2304","Agent / Agente de tri des déchets","non"
"6","J'ai le souci du détail","426","K2401","Chercheur / Chercheuse en sciences humaines et sociales","non"
"6","J'ai le souci du détail","427","K2402","Ingénieur / Ingénieure de recherche scientifique","non"
"6","J'ai le souci du détail","404547","K2403","Biostatisticien / Biostatisticienne","non"
"6","J'ai le souci du détail","488272","K2404","Chargé / Chargée de recherche","non"
"6","J'ai le souci du détail","488279","K2405","Attaché / Attachée de recherche clinique en milieu hospitalier","non"
"6","J'ai le souci du détail","488570","K2406","Directeur / Directrice de recherche","non"
"6","J'ai le souci du détail","488592","K2407","Climatologue","non"
"6","J'ai le souci du détail","488864","K2408","Mathématicien / Mathématicienne","non"
"6","J'ai le souci du détail","488918","K2409","Astronome","non"
"6","J'ai le souci du détail","489170","K2410","Astrophysicien / Astrophysicienne","non"
"6","J'ai le souci du détail","488730","K2506","Convoyeur / Convoyeuse de fonds","non"
"6","J'ai le souci du détail","433","K2603","Thanatopracteur / Thanatopractrice","non"
"6","J'ai le souci du détail","436","L1102","Mannequin","non"
"6","J'ai le souci du détail","447","L1501","Maquilleur / Maquilleuse spectacle","non"
"6","J'ai le souci du détail","448","L1502","Costumier / Costumière","non"
"6","J'ai le souci du détail","449","L1503","Accessoiriste","non"
"6","J'ai le souci du détail","450","L1504","Éclairagiste","non"
"6","J'ai le souci du détail","451","L1505","Cadreur / Cadreuse","non"
"6","J'ai le souci du détail","452","L1506","Machiniste spectacle","non"
"6","J'ai le souci du détail","453","L1507","Monteur / Monteuse vidéo","non"
"6","J'ai le souci du détail","454","L1508","Régisseur / Régisseuse du son","non"
"6","J'ai le souci du détail","488715","L1511","Technicien / Technicienne spectacle en site de divertissement","non"
"6","J'ai le souci du détail","489172","L1513","Scénographe","non"
"6","J'ai le souci du détail","456","M1101","Acheteur / Acheteuse","non"
"6","J'ai le souci du détail","457","M1102","Responsable des achats","non"
"6","J'ai le souci du détail","458","M1201","Analyste Financier / Financière","non"
