"code_secteur_naf","libelle_secteur_naf","code_ogr_rome","code_rome","libelle_rome"
"38","Collecte, traitement et elimination des dechets, recuperation","488607","I1608","Démonteur / Démonteuse de véhicules hors d'usage"
"38","Collecte, traitement et elimination des dechets, recuperation","421","K2302","Directeur / Directrice collecte des déchets"
"38","Collecte, traitement et elimination des dechets, recuperation","422","K2303","Ripeur / Ripeuse"
"38","Collecte, traitement et elimination des dechets, recuperation","423","K2304","Agent / Agente de tri des déchets"
"38","Collecte, traitement et elimination des dechets, recuperation","425","K2306","Responsable de site éco-industriel"
"38","Collecte, traitement et elimination des dechets, recuperation","488790","K2307","Agent / Agente de propreté urbaine"
"38","Collecte, traitement et elimination des dechets, recuperation","489068","K2308","Opérateur / Opératrice de tri en récupération et revalorisation"
"38","Collecte, traitement et elimination des dechets, recuperation","489069","K2309","Technicien / Technicienne réutilisation recyclage"
"38","Collecte, traitement et elimination des dechets, recuperation","489221","K2310","Ambassadeur / Ambassadrice du tri"
"38","Collecte, traitement et elimination des dechets, recuperation","488777","N4116","Conducteur / Conductrice de camion-benne"
"38","Collecte, traitement et elimination des dechets, recuperation","488857","N4118","Conducteur / Conductrice enlèvement de déchets"
"39","Depollution et autres services de gestion des dechets","144","F1103","Diagnostiqueur / Diagnostiqueuse immobilier"
"39","Depollution et autres services de gestion des dechets","224","H1303","Technicien / Technicienne en Hygiène, Sécurité, Environnement industriel (HSE)"
"39","Depollution et autres services de gestion des dechets","324","I1503","Technicien / Technicienne en risques technologiques"
"39","Depollution et autres services de gestion des dechets","488273","I1504","Décontaminateur / Décontamineuse nucléaire et radiologique"
"39","Depollution et autres services de gestion des dechets","488281","I1505","Technicien / Technicienne déchet nucléaire"
"41","Construction de batiments","489159","B1103","Sculpteur / Sculptrice ornemaniste sur pierre"
"41","Construction de batiments","78","C1503","Chargé / Chargée d'affaires immobilières"
"41","Construction de batiments","489040","C1506","Responsable de projet immobilier"
"41","Construction de batiments","149","F1108","Métreur / Métreuse de la construction"
"41","Construction de batiments","488623","F1120","Économiste de la construction"
"41","Construction de batiments","150","F1201","Conducteur / Conductrice de travaux"
"41","Construction de batiments","151","F1202","Chef / Cheffe de chantier"
"41","Construction de batiments","403076","F1205","Responsable de travaux BTP"
"41","Construction de batiments","489220","F1206","Chef / Cheffe d'équipe bâtiment"
"41","Construction de batiments","154","F1301","Grutier / Grutière"
"41","Construction de batiments","158","F1501","Poseur / Poseuse de charpentes ou constructions bois"
"41","Construction de batiments","160","F1503","Charpentier / Charpentière"
"41","Construction de batiments","488871","F1504","Charpentier / Charpentière de marine"
"41","Construction de batiments","161","F1601","Plâtrier / Plâtrière"
"41","Construction de batiments","164","F1604","Plaquiste"
"41","Construction de batiments","166","F1606","Peintre en bâtiment"
"41","Construction de batiments","168","F1608","Carreleur / Carreleuse"
"41","Construction de batiments","169","F1609","Solier / Solière"
"41","Construction de batiments","170","F1610","Installateur mainteneur / Installatrice mainteneuse en systèmes solaires, thermiques et photovoltaïques"
"41","Construction de batiments","172","F1612","Tailleur / Tailleuse de pierre"
"41","Construction de batiments","403080","F1615","Poseur / Poseuse de cloisons démontables et mobiles"
"41","Construction de batiments","404037","F1619","Couvreur / Couvreuse"
"41","Construction de batiments","488572","F1621","Ramoneur / Ramoneuse"
"41","Construction de batiments","489189","F1625","Monteur / Monteuse en agencement"
"41","Construction de batiments","174","F1701","Coffreur / Coffreuse"
"41","Construction de batiments","176","F1703","Maçon / Maçonne"
"41","Construction de batiments","177","F1704","Man½uvre bâtiment"
"41","Construction de batiments","403952","F1707","Maçon / Maçonne du paysage"
"41","Construction de batiments","403954","F1708","Installateur-poseur / Installatrice-poseuse de piscines préfabriquées"
"41","Construction de batiments","404038","F1709","Démolisseur / Démolisseuse"
"41","Construction de batiments","488283","F1710","Magasinier / Magasinière en négoce des matériaux de construction"
"41","Construction de batiments","488735","N1108","Conducteur / Conductrice de grue mobile"
"41","Construction de batiments","488583","N4107","Conducteur livreur / Conductrice livreuse de béton prêt à l'emploi"
"42","Genie civil","147","F1106","Ingénieur / Ingénieure d'études BTP"
"42","Genie civil","403089","F1111","Ingénieur / Ingénieure génie civil"
"42","Genie civil","403090","F1112","Ingénieur / Ingénieure calcul et structure"
"42","Genie civil","488590","F1117","Ingénieur / Ingénieure d'étude CVC"
"42","Genie civil","489011","F1125","BIM Manager"
"42","Genie civil","151","F1202","Chef / Cheffe de chantier"
"42","Genie civil","153","F1204","Animateur / Animatrice QSE - Qualité Sécurité Environnement BTP"
"42","Genie civil","490402","F1207","Chef / Cheffe d'équipe travaux publics"
"42","Genie civil","155","F1302","Conducteur / Conductrice d'engins de chantier"
"42","Genie civil","165","F1605","Électricien / Électricienne réseaux"
"42","Genie civil","489030","F1623","Monteur / Monteuse installation réseaux mobiles"
"42","Genie civil","174","F1701","Coffreur / Coffreuse"
"42","Genie civil","175","F1702","Ouvrier / Ouvrière en voiries"
"42","Genie civil","177","F1704","Man½uvre bâtiment"
"42","Genie civil","178","F1705","Poseur / Poseuse de canalisations"
"42","Genie civil","404038","F1709","Démolisseur / Démolisseuse"
"42","Genie civil","304","I1101","Directeur / Directrice des travaux bâtiment"
"42","Genie civil","488902","I1104","Ingénieur / Ingénieure infrastructures télécoms réseaux mobiles"
"42","Genie civil","308","I1202","Agent / Agente d'entretien de la voirie"
"42","Genie civil","316","I1307","Installateur / Installatrice fibre optique"
"42","Genie civil","488292","I1311","Technicien / Technicienne installation réseaux câblés fibre optique"
"42","Genie civil","488869","I1315","Monteur raccordeur / Monteuse raccordeuse fibre optique"
"42","Genie civil","488900","I1317","Technicien / Technicienne de maintenance fibre optique"
"42","Genie civil","323","I1502","Scaphandrier / Scaphandrière"
"43","Travaux de construction specialises","488793","B1102","Mosaïste d'art"
"43","Travaux de construction specialises","489159","B1103","Sculpteur / Sculptrice ornemaniste sur pierre"
"43","Travaux de construction specialises","143","F1102","Architecte d'intérieur"
"43","Travaux de construction specialises","144","F1103","Diagnostiqueur / Diagnostiqueuse immobilier"
"43","Travaux de construction specialises","145","F1104","Dessinateur / Dessinatrice du BTP"
"43","Travaux de construction specialises","147","F1106","Ingénieur / Ingénieure d'études BTP"
"43","Travaux de construction specialises","148","F1107","Géomètre-topographe"
"43","Travaux de construction specialises","149","F1108","Métreur / Métreuse de la construction"
"43","Travaux de construction specialises","403075","F1109","Assistant / Assistante géomètre"
"43","Travaux de construction specialises","403079","F1110","Dessinateur / Dessinatrice enveloppe du bâtiment"
"43","Travaux de construction specialises","403089","F1111","Ingénieur / Ingénieure génie civil"
"43","Travaux de construction specialises","403090","F1112","Ingénieur / Ingénieure calcul et structure"
"43","Travaux de construction specialises","488590","F1117","Ingénieur / Ingénieure d'étude CVC"
"43","Travaux de construction specialises","488623","F1120","Économiste de la construction"
"43","Travaux de construction specialises","488719","F1122","Ingénieur / Ingénieure Chantier nucléaire"
"43","Travaux de construction specialises","489011","F1125","BIM Manager"
"43","Travaux de construction specialises","150","F1201","Conducteur / Conductrice de travaux"
"43","Travaux de construction specialises","151","F1202","Chef / Cheffe de chantier"
"43","Travaux de construction specialises","153","F1204","Animateur / Animatrice QSE - Qualité Sécurité Environnement BTP"
"43","Travaux de construction specialises","403076","F1205","Responsable de travaux BTP"
"43","Travaux de construction specialises","489220","F1206","Chef / Cheffe d'équipe bâtiment"
"43","Travaux de construction specialises","490402","F1207","Chef / Cheffe d'équipe travaux publics"
"43","Travaux de construction specialises","154","F1301","Grutier / Grutière"
"43","Travaux de construction specialises","155","F1302","Conducteur / Conductrice d'engins de chantier"
"43","Travaux de construction specialises","156","F1401","Foreur / Foreuse"
"43","Travaux de construction specialises","158","F1501","Poseur / Poseuse de charpentes ou constructions bois"
"43","Travaux de construction specialises","159","F1502","Échafaudeur / Échafaudeuse"
"43","Travaux de construction specialises","160","F1503","Charpentier / Charpentière"
"43","Travaux de construction specialises","488871","F1504","Charpentier / Charpentière de marine"
"43","Travaux de construction specialises","161","F1601","Plâtrier / Plâtrière"
"43","Travaux de construction specialises","162","F1602","Électricien / Électricienne du bâtiment"
"43","Travaux de construction specialises","163","F1603","Plombier / Plombière"
"43","Travaux de construction specialises","164","F1604","Plaquiste"
"43","Travaux de construction specialises","165","F1605","Électricien / Électricienne réseaux"
"43","Travaux de construction specialises","166","F1606","Peintre en bâtiment"
"43","Travaux de construction specialises","167","F1607","Menuisier / Menuisière aluminium"
"43","Travaux de construction specialises","168","F1608","Carreleur / Carreleuse"
"43","Travaux de construction specialises","169","F1609","Solier / Solière"
"43","Travaux de construction specialises","170","F1610","Installateur mainteneur / Installatrice mainteneuse en systèmes solaires, thermiques et photovoltaïques"
"43","Travaux de construction specialises","171","F1611","Façadier / Façadière"
"43","Travaux de construction specialises","172","F1612","Tailleur / Tailleuse de pierre"
"43","Travaux de construction specialises","173","F1613","Étancheur / Étancheuse"
"43","Travaux de construction specialises","403073","F1614","Poseur / Poseuse en fermetures de bâtiment"
"43","Travaux de construction specialises","403080","F1615","Poseur / Poseuse de cloisons démontables et mobiles"
"43","Travaux de construction specialises","403081","F1616","Poseur / Poseuse de menuiseries extérieures"
"43","Travaux de construction specialises","403082","F1617","Poseur / Poseuse de véranda"
"43","Travaux de construction specialises","403083","F1618","Poseur / Poseuse de façade vitrée"
"43","Travaux de construction specialises","404037","F1619","Couvreur / Couvreuse"
"43","Travaux de construction specialises","404539","F1620","Installateur / Installatrice chauffage et climatisation"
"43","Travaux de construction specialises","488572","F1621","Ramoneur / Ramoneuse"
"43","Travaux de construction specialises","488912","F1622","Monteur / Monteuse en éclairage public"
"43","Travaux de construction specialises","489030","F1623","Monteur / Monteuse installation réseaux mobiles"
"43","Travaux de construction specialises","489084","F1624","Staffeur Stuqueur / Staffeuse Stuqueuse"
"43","Travaux de construction specialises","489189","F1625","Monteur / Monteuse en agencement"
"43","Travaux de construction specialises","174","F1701","Coffreur / Coffreuse"
"43","Travaux de construction specialises","175","F1702","Ouvrier / Ouvrière en voiries"
"43","Travaux de construction specialises","176","F1703","Maçon / Maçonne"
"43","Travaux de construction specialises","177","F1704","Man½uvre bâtiment"
"43","Travaux de construction specialises","178","F1705","Poseur / Poseuse de canalisations"
"43","Travaux de construction specialises","179","F1706","Armaturier / Armaturière de l'industrie du béton"
"43","Travaux de construction specialises","403952","F1707","Maçon / Maçonne du paysage"
"43","Travaux de construction specialises","403954","F1708","Installateur-poseur / Installatrice-poseuse de piscines préfabriquées"
"43","Travaux de construction specialises","404038","F1709","Démolisseur / Démolisseuse"
"43","Travaux de construction specialises","488283","F1710","Magasinier / Magasinière en négoce des matériaux de construction"
"43","Travaux de construction specialises","237","H2201","Assembleur / Assembleuse d'ouvrages en bois"
"43","Travaux de construction specialises","242","H2206","Menuisier / Menuisière"
"43","Travaux de construction specialises","271","H2605","Monteur-câbleur / Monteuse-câbleuse en électronique"
"43","Travaux de construction specialises","488920","H2607","Chef / Cheffe d'équipe d'atelier de bobinage en électricité"
"43","Travaux de construction specialises","274","H2802","Opérateur / Opératrice de fabrication en matériaux de construction"
"43","Travaux de construction specialises","288","H2911","Métallier / Métallière"
"43","Travaux de construction specialises","291","H2914","Tuyauteur / Tuyauteuse"
"43","Travaux de construction specialises","489024","H2915","Chef soudeur / Cheffe soudeuse"
"43","Travaux de construction specialises","489047","H2916","Soudeur / Soudeuse Tungsten Inert Gas -TIG-"
"43","Travaux de construction specialises","304","I1101","Directeur / Directrice des travaux bâtiment"
"43","Travaux de construction specialises","488902","I1104","Ingénieur / Ingénieure infrastructures télécoms réseaux mobiles"
"43","Travaux de construction specialises","315","I1306","Frigoriste"
"43","Travaux de construction specialises","316","I1307","Installateur / Installatrice fibre optique"
"43","Travaux de construction specialises","317","I1308","Technicien / Technicienne chauffagiste"
"43","Travaux de construction specialises","318","I1309","Électricien / Électricienne de maintenance"
"43","Travaux de construction specialises","488292","I1311","Technicien / Technicienne installation réseaux câblés fibre optique"
"43","Travaux de construction specialises","488869","I1315","Monteur raccordeur / Monteuse raccordeuse fibre optique"
"43","Travaux de construction specialises","488883","I1316","Technicien / Technicienne de maintenance Chauffage, Ventilation et Climatisation - CVC"
"43","Travaux de construction specialises","488900","I1317","Technicien / Technicienne de maintenance fibre optique"
"43","Travaux de construction specialises","322","I1501","Cordiste"
"43","Travaux de construction specialises","323","I1502","Scaphandrier / Scaphandrière"
"43","Travaux de construction specialises","324","I1503","Technicien / Technicienne en risques technologiques"
"43","Travaux de construction specialises","488770","I1506","Chef / Cheffe d'équipe cordiste"
"43","Travaux de construction specialises","424","K2305","Agent / Agente de désinsectisation"
"45","Commerce et reparation d'automobiles et de motocycles","489048","C1113","Expert / Experte en assurances dommages automobile"
"45","Commerce et reparation d'automobiles et de motocycles","90","D1204","Loueur / Loueuse de véhicules"
"45","Commerce et reparation d'automobiles et de motocycles","102","D1401","Assistant commercial / Assistante commerciale"
"45","Commerce et reparation d'automobiles et de motocycles","104","D1403","Commercial / Commerciale auprès des particuliers"
"45","Commerce et reparation d'automobiles et de motocycles","105","D1404","Commercial / Commerciale en automobiles"
"45","Commerce et reparation d'automobiles et de motocycles","403074","D1409","Assistant / Assistante administration des ventes"
"45","Commerce et reparation d'automobiles et de motocycles","403086","D1410","Attaché commercial / Attachée commerciale"
"45","Commerce et reparation d'automobiles et de motocycles","488631","H2703","Technicien / Technicienne de maintenance de batteries de véhicules électriques"
"45","Commerce et reparation d'automobiles et de motocycles","306","I1103","Chef d'atelier automobile"
"45","Commerce et reparation d'automobiles et de motocycles","488788","I1107","Responsable d'atelier de mécanique parcs et jardins"
"45","Commerce et reparation d'automobiles et de motocycles","328","I1604","Mécanicien / Mécanicienne automobile"
"45","Commerce et reparation d'automobiles et de motocycles","330","I1606","Carrossier-peintre / Carrossière-peintre"
"45","Commerce et reparation d'automobiles et de motocycles","331","I1607","Mécanicien / Mécanicienne motocycles"
"45","Commerce et reparation d'automobiles et de motocycles","488607","I1608","Démonteur / Démonteuse de véhicules hors d'usage"
"45","Commerce et reparation d'automobiles et de motocycles","489208","I1609","Peintre automobile"
"45","Commerce et reparation d'automobiles et de motocycles","488613","I1610","Responsable atelier carrosserie"
"45","Commerce et reparation d'automobiles et de motocycles","489079","I1611","Préparateur / Préparatrice de véhicules automobiles"
"45","Commerce et reparation d'automobiles et de motocycles","489045","I1612","Technicien expert / Technicienne experte après-vente automobile"
"45","Commerce et reparation d'automobiles et de motocycles","488731","I1613","Mécanicien / Mécanicienne des véhicules des transports routiers"
"45","Commerce et reparation d'automobiles et de motocycles","488736","I1614","Préparateur / Préparatrice en peinture automobile"
"45","Commerce et reparation d'automobiles et de motocycles","488742","I1615","Dépanneur-remorqueur / Dépanneuse-remorqueuse de véhicules"
"45","Commerce et reparation d'automobiles et de motocycles","488866","I1618","Mécanicien / Mécanicienne en matériels motorisés de parcs et jardins"
"45","Commerce et reparation d'automobiles et de motocycles","488870","I1619","Mécanicien / Mécanicienne cycles"
"45","Commerce et reparation d'automobiles et de motocycles","488884","N4122","Conducteur convoyeur / Conductrice convoyeuse de véhicule"
"45","Commerce et reparation d'automobiles et de motocycles","489224","N4126","Chauffeur / Chauffeuse porte voitures"
"46","Commerce de gros, a l'exception des automobiles et des motocycles","27","A1413","Brasseur / Brasseuse de bière"
"46","Commerce de gros, a l'exception des automobiles et des motocycles","84","D1105","Poissonnier / Poissonnière"
"46","Commerce de gros, a l'exception des automobiles et des motocycles","85","D1106","Épicier / Épicière"
"46","Commerce de gros, a l'exception des automobiles et des motocycles","86","D1107","Grossiste en produits frais"
"46","Commerce de gros, a l'exception des automobiles et des motocycles","489178","D1109","Chef boucher / Cheffe bouchère"
"46","Commerce de gros, a l'exception des automobiles et des motocycles","97","D1211","Vendeur / Vendeuse d'articles de sport et loisirs"
"46","Commerce de gros, a l'exception des automobiles et des motocycles","98","D1212","Vendeur / Vendeuse en équipement de la maison"
"46","Commerce de gros, a l'exception des automobiles et des motocycles","99","D1213","Vendeur / Vendeuse grossiste de matériels et équipements"
"46","Commerce de gros, a l'exception des automobiles et des motocycles","100","D1214","Vendeur / Vendeuse en prêt-à-porter"
"46","Commerce de gros, a l'exception des automobiles et des motocycles","488618","D1302","Responsable de boutique"
"46","Commerce de gros, a l'exception des automobiles et des motocycles","102","D1401","Assistant commercial / Assistante commerciale"
"46","Commerce de gros, a l'exception des automobiles et des motocycles","103","D1402","Commercial / Commerciale grands comptes et entreprises"
"46","Commerce de gros, a l'exception des automobiles et des motocycles","107","D1406","Responsable des ventes"
"46","Commerce de gros, a l'exception des automobiles et des motocycles","108","D1407","Technico-commercial / Technico-commerciale"
"46","Commerce de gros, a l'exception des automobiles et des motocycles","403074","D1409","Assistant / Assistante administration des ventes"
"46","Commerce de gros, a l'exception des automobiles et des motocycles","403086","D1410","Attaché commercial / Attachée commerciale"
"46","Commerce de gros, a l'exception des automobiles et des motocycles","488868","D1415","Chargé / Chargée de relation client"
"46","Commerce de gros, a l'exception des automobiles et des motocycles","488879","D1416","Commercial / Commerciale auprès d'une clientèle d'entreprises"
"46","Commerce de gros, a l'exception des automobiles et des motocycles","488908","D1417","Chef / Cheffe des ventes"
"46","Commerce de gros, a l'exception des automobiles et des motocycles","488926","D1418","Négociant / Négociante en bois"
"46","Commerce de gros, a l'exception des automobiles et des motocycles","488928","D1419","Courtier / Courtière en vins"
"46","Commerce de gros, a l'exception des automobiles et des motocycles","489185","D1420","Cadre Technico-commercial / Technico-commerciale"
"46","Commerce de gros, a l'exception des automobiles et des motocycles","489052","E1113","E-commercial / E-commerciale"
"46","Commerce de gros, a l'exception des automobiles et des motocycles","488283","F1710","Magasinier / Magasinière en négoce des matériaux de construction"
"46","Commerce de gros, a l'exception des automobiles et des motocycles","298","H3302","Agent / Agente de conditionnement"
"46","Commerce de gros, a l'exception des automobiles et des motocycles","456","M1101","Acheteur / Acheteuse"
"46","Commerce de gros, a l'exception des automobiles et des motocycles","457","M1102","Responsable des achats"
"46","Commerce de gros, a l'exception des automobiles et des motocycles","483","M1701","Responsable de l'administration des ventes"
"46","Commerce de gros, a l'exception des automobiles et des motocycles","485","M1703","Chef / Cheffe de produit"
"46","Commerce de gros, a l'exception des automobiles et des motocycles","486","M1704","Responsable relation client (CRM)"
"46","Commerce de gros, a l'exception des automobiles et des motocycles","487","M1705","Responsable marketing"
"46","Commerce de gros, a l'exception des automobiles et des motocycles","488","M1706","Chef de promotion des ventes"
"46","Commerce de gros, a l'exception des automobiles et des motocycles","489","M1707","Responsable Commercial / Commerciale"
"46","Commerce de gros, a l'exception des automobiles et des motocycles","488275","M1709","Chef / Cheffe de gamme"
"46","Commerce de gros, a l'exception des automobiles et des motocycles","488738","M1715","Directeur commercial / Directrice commerciale"
"46","Commerce de gros, a l'exception des automobiles et des motocycles","500","N1101","Cariste"
"46","Commerce de gros, a l'exception des automobiles et des motocycles","502","N1103","Préparateur / Préparatrice de commandes"
"46","Commerce de gros, a l'exception des automobiles et des motocycles","488333","N1106","Agent / Agente de quai manutentionnaire"
"46","Commerce de gros, a l'exception des automobiles et des motocycles","488771","N1110","Magasinier / Magasinière"
"46","Commerce de gros, a l'exception des automobiles et des motocycles","489051","N1113","Préparateur / Préparatrice au drive"
"46","Commerce de gros, a l'exception des automobiles et des motocycles","488586","N1203","Technicien / Technicienne gestion douanière"
"46","Commerce de gros, a l'exception des automobiles et des motocycles","508","N1302","Responsable entrepôt logistique"
"46","Commerce de gros, a l'exception des automobiles et des motocycles","509","N1303","Approvisionneur / Approvisionneuse logistique"
"46","Commerce de gros, a l'exception des automobiles et des motocycles","523","N4101","Conducteur / Conductrice de poids lourd"
"46","Commerce de gros, a l'exception des automobiles et des motocycles","488732","N4114","Conducteur livreur avitailleur / Conductrice livreuse avitailleuse en carburant"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","26","A1412","Fromager-affineur / Fromagère-affineuse"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","38","B1301","Étalagiste"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","43","B1501","Facteur / Factrice d'instruments de musique"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","46","B1603","Opérateur / Opératrice en orfèvrerie et bijouterie"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","47","B1604","Horloger / Horlogère"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","51","B1803","Couturier / Couturière"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","80","D1101","Boucher / Bouchère"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","81","D1102","Boulanger / Boulangère"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","82","D1103","Charcutier-traiteur / Charcutière-traiteuse"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","83","D1104","Pâtissier / Pâtissière"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","84","D1105","Poissonnier / Poissonnière"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","85","D1106","Épicier / Épicière"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","489178","D1109","Chef boucher / Cheffe bouchère"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","87","D1201","Brocanteur / Brocanteuse"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","88","D1202","Coiffeur / Coiffeuse"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","90","D1204","Loueur / Loueuse de véhicules"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","93","D1207","Retoucheur / Retoucheuse en habillement"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","94","D1208","Esthéticien / Esthéticienne"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","95","D1209","Fleuriste"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","96","D1210","Vendeur / Vendeuse en animalerie"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","97","D1211","Vendeur / Vendeuse d'articles de sport et loisirs"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","98","D1212","Vendeur / Vendeuse en équipement de la maison"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","100","D1214","Vendeur / Vendeuse en prêt-à-porter"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","489010","D1219","Vendeur / Vendeuse conseil en jardinerie"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","489056","D1221","Vendeur / Vendeuse de produits culturels et ludiques"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","101","D1301","Responsable de magasin"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","488618","D1302","Responsable de boutique"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","104","D1403","Commercial / Commerciale auprès des particuliers"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","107","D1406","Responsable des ventes"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","108","D1407","Technico-commercial / Technico-commerciale"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","488282","D1411","Responsable Efficacité Commerciale (SFE)"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","488868","D1415","Chargé / Chargée de relation client"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","488879","D1416","Commercial / Commerciale auprès d'une clientèle d'entreprises"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","488908","D1417","Chef / Cheffe des ventes"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","488926","D1418","Négociant / Négociante en bois"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","488928","D1419","Courtier / Courtière en vins"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","489185","D1420","Cadre Technico-commercial / Technico-commerciale"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","110","D1501","Animateur / Animatrice des ventes"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","111","D1502","Chef / Cheffe de rayon alimentaire"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","112","D1503","Chef / Cheffe de rayon de produits non alimentaires"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","113","D1504","Directeur / Directrice de magasin"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","114","D1505","Caissier / Caissière"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","115","D1506","Marchandiseur / Marchandiseuse"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","116","D1507","Employé / Employée de libre-service"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","117","D1508","Responsable de caisses"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","118","D1509","Responsable de département en grande distribution"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","403087","D1510","Chef / Cheffe de secteur commercial"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","489052","E1113","E-commercial / E-commerciale"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","404540","G1608","Ecailler / Ecaillère"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","209","G1804","Sommelier / Sommelière"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","488898","G1806","Chef sommelier / Cheffe sommelière"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","488582","G1807","Gérant / Gérante de bar-tabac"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","321","I1402","Technicien / Technicienne SAV"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","331","I1607","Mécanicien / Mécanicienne motocycles"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","337","J1202","Pharmacien / Pharmacienne"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","344","J1307","Préparateur / Préparatrice en pharmacie"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","345","J1401","Audioprothésiste"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","349","J1405","Opticien / Opticienne"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","366","K1103","Coach en développement personnel"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","488737","K1907","Commissaire-priseur / Commissaire-priseure"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","457","M1102","Responsable des achats"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","486","M1704","Responsable relation client (CRM)"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","487","M1705","Responsable marketing"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","488275","M1709","Chef / Cheffe de gamme"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","488310","M1711","Directeur / Directrice du marketing"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","488738","M1715","Directeur commercial / Directrice commerciale"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","488721","M1823","Consultant / Consultante avant-vente"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","488771","N1110","Magasinier / Magasinière"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","489051","N1113","Préparateur / Préparatrice au drive"
"47","Commerce de detail, a l'exception des automobiles et des motocycles","488586","N1203","Technicien / Technicienne gestion douanière"
"49","Transports terrestres et transport par conduites","154","F1301","Grutier / Grutière"
"49","Transports terrestres et transport par conduites","188","G1301","Chef / Cheffe de produit touristique"
"49","Transports terrestres et transport par conduites","189","G1302","Yield manager"
"49","Transports terrestres et transport par conduites","489173","G1611","Steward / Hôtesse de train"
"49","Transports terrestres et transport par conduites","488297","H1405","Responsable supply chain en industrie"
"49","Transports terrestres et transport par conduites","306","I1103","Chef d'atelier automobile"
"49","Transports terrestres et transport par conduites","489079","I1611","Préparateur / Préparatrice de véhicules automobiles"
"49","Transports terrestres et transport par conduites","488731","I1613","Mécanicien / Mécanicienne des véhicules des transports routiers"
"49","Transports terrestres et transport par conduites","342","J1305","Ambulancier / Ambulancière"
"49","Transports terrestres et transport par conduites","489180","K1722","Conducteur / Conductrice d'autorité de l'armée"
"49","Transports terrestres et transport par conduites","488934","K1723","Conducteur / Conductrice Véhicule Léger de l'armée"
"49","Transports terrestres et transport par conduites","488730","K2506","Convoyeur / Convoyeuse de fonds"
