"code_rome","code_compo_bloc","libelle_type_texte","position_phrase","libelle_texte"
"D1214","3","definition","3","Peut coordonner une équipe."
"D1214","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau CAP/BEP à Bac+2 (BTS, DUT, ...) dans les secteurs de la vente et du commerce."
"D1214","4","acces_metier","2","Des formations spécifiques (esthétique, couture, ...) peuvent être demandées."
"D1214","4","acces_metier","3","Il est également accessible avec une expérience professionnelle dans le secteur de la vente sans diplôme particulier."
"D1214","4","acces_metier","4","La maîtrise d''un logiciel de gestion de stock peut être demandée."
"D1215","3","definition","1","Le / La Posticheur(se), un(e) artiste de la transformation capillaire, crée des illusions parfaites."
"D1215","3","definition","2","Conçoit et réalise des postiches, perruques et autres compléments capillaires sur mesure"
"D1215","3","definition","3","Choisit les matériaux adaptés aux besoins spécifiques des clients pour la création de postiches"
"D1215","3","definition","4","Adapte les postiches pour assurer un confort et une esthétique naturelle"
"D1215","3","definition","5","Collabore avec des professionnels du spectacle, du cinéma et de la télévision pour des créations sur mesure"
"D1215","3","definition","6","Conseille les clients sur l''entretien et la durée de vie des postiches"
"D1215","3","definition","7","Restaure et répare des postiches et perruques endommagées"
"D1215","4","acces_metier","1","Cet emploi est accessible avec un CAP Coiffure, un Brevet Professionnel Coiffure ou un Brevet de Maîtrise Coiffure."
"D1216","3","definition","1","Le Coiffeur barbier / La Coiffeuse barbière, un(e) artiste du style et de la précision, façonne l''apparence de ses clients avec expertise."
"D1216","3","definition","2","Réalise des coupes de cheveux, des tailles de barbe et des rasages selon les dernières tendances ou les préférences des clients"
"D1216","3","definition","3","Conseille les clients sur les soins des cheveux et de la barbe pour maintenir leur style entre les visites"
"D1216","3","definition","4","Crée une atmosphère accueillante et détendue pour offrir une expérience agréable"
"D1216","3","definition","5","Maintient un environnement de travail propre et hygiénique conformément aux normes sanitaires"
"D1216","3","definition","6","Gère les rendez-vous et les attentes des clients pour optimiser le flux de travail et la satisfaction"
"D1216","3","definition","7","Peut vendre des produits de soin capillaire et de barbe adaptés aux besoins des clients"
"D1216","4","acces_metier","1","Cet emploi est accessible avec un CAP Coiffure, un Brevet Professionnel Coiffure ou un Brevet de Maîtrise Coiffeur."
"D1217","3","definition","1","Le Socio-coiffeur / La Socio-coiffeuse, un(e) professionnel(le) de la beauté et du bien-être social."
"D1217","3","definition","2","Réalise des coupes et des soins capillaires adaptés à la situation sociale des clients"
"D1217","3","definition","3","Écoute et apporte un soutien moral aux clients en situation de précarité ou d''isolement"
"D1217","3","definition","4","Propose des ateliers de coiffure dans des structures sociales ou médico-sociales"
"D1217","3","definition","5","Adapte les techniques de coiffure aux besoins spécifiques des publics fragilisés"
"D1217","3","definition","6","Collabore avec des équipes pluridisciplinaires pour offrir un service intégré"
"D1217","3","definition","7","Participe à des projets de développement communautaire à travers la coiffure"
"D1217","4","acces_metier","1","Cet emploi est accessible avec un CAP Coiffure ou un Brevet Professionnel Coiffure."
"D1218","3","definition","1","Le Formateur coiffeur / La Formatrice coiffeuse, un métier qui allie technique et pédagogie pour transmettre l''art de la coiffure."
"D1218","3","definition","2","Enseigne les techniques de coupe, coloration et coiffage aux apprentis coiffeurs"
"D1218","3","definition","3","Prépare et anime des sessions de formation théoriques et pratiques"
"D1218","3","definition","4","Évalue les compétences et les progrès des élèves"
"D1218","3","definition","5","Adapte les méthodes pédagogiques en fonction des besoins des apprenants"
"D1218","3","definition","6","Veille à la mise à jour des connaissances techniques et des tendances de la coiffure"
"D1218","3","definition","7","Assure le suivi administratif et pédagogique des formations"
"D1218","4","acces_metier","1","Cet emploi est accessible avec un CAP Coiffure, un Brevet Professionnel Coiffure ou un Brevet de Maîtrise Coiffure."
"D1219","3","definition","1","Le Vendeur / La Vendeuse conseil en jardinerie, un(e) expert(e) en verdure et conseils personnalisés pour tout espace vert."
"D1219","3","definition","2","Conseille les clients sur le choix des plantes, des produits et des équipements adaptés à leurs besoins et à leur environnement"
"D1219","3","definition","3","Vend des végétaux, des produits de jardinage et des équipements"
"D1219","3","definition","4","Organise et entretient l''espace de vente pour garantir la qualité et la visibilité des produits"
"D1219","3","definition","5","Peut réaliser des plans d''aménagement de jardins pour les clients"
"D1219","3","definition","6","Gère les stocks et les commandes de produits"
"D1219","3","definition","7","Assure le suivi des tendances du marché pour proposer des produits innovants et attractifs"
"D1219","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau CAP à Bac Professionnel technicien conseil vente en animalerie, conseil vente en produits de jardin, ou aménagements paysagers."
"D1220","3","definition","1","Le Gérant / La Gérante de salon de coiffure orchestre la gestion et l''animation de son établissement avec passion et expertise."
"D1220","3","definition","2","Dirige et supervise l''activité quotidienne du salon, garantissant un service client de qualité"
"D1220","3","definition","3","Gère les rendez-vous, les plannings des employés et les opérations de caisse"
"D1220","3","definition","4","Recrute, forme et motive une équipe de coiffeurs et de techniciens en coiffure"
"D1220","3","definition","5","Assure le respect des normes d''hygiène et de sécurité au sein du salon"
"D1220","3","definition","6","Développe des stratégies de marketing pour attirer et fidéliser la clientèle"
"D1220","3","definition","7","Gère les stocks de produits capillaires et d''équipements, optimisant les coûts et les ressources"
"D1220","4","acces_metier","1","Cet emploi est accessible avec un CAP Coiffure ou un Brevet Professionnel (BP) Coiffure."
"D1221","3","definition","1","Le Vendeur en produits culturels et ludiques jour un rôle clé dans la diffusion de la culture et du divertissement."
"D1221","3","definition","2","Accueille et conseille les clients sur une large gamme de produits culturels et ludiques"
"D1221","3","definition","3","Organise et anime des espaces de vente attractifs et dynamiques"
"D1221","3","definition","4","Gère les stocks et approvisionnements des produits"
"D1221","3","definition","5","Réalise des opérations de caisse et gère les transactions financières"
"D1221","3","definition","6","Peut participer à des événements promotionnels et des dédicaces"
"D1221","3","definition","7","Maintient une veille sur les tendances du marché des produits culturels et ludiques"
"D1221","4","acces_metier","1","Cet emploi est accessible sans condition de diplômes. Il existe néanmoins des formations variées mais non obligatoires qui débutent à partir du niveau 3 (CAP/BEP) dans le domaine du commerce et de la vente."
"D1221","4","acces_metier","2","Une expérience préalable dans la vente en commerce de détail est un plus mais pas indispensable."
"D1222","3","definition","1","Le massage bien-être est un accompagnement personnalisé, par le toucher, utilisant un ensemble de techniques manuelles."
"D1222","3","definition","2","Met en œuvre une séance de massage bien-être"
"D1222","3","definition","3","Favorise, entretient et optimise le bien-être global de la personne"
"D1222","3","definition","4","Propose une diversité de massages bien-être"
"D1222","3","definition","5","Adapte le massage bien-être aux attentes et besoins du client"
"D1222","3","definition","6","Gère et développe son activité professionnelle"
"D1222","4","acces_metier","1","Cet emploi est accessible avec 200 heures de formation et 100 heures de pratique d''apprentissage supervisé."
"D1222","4","acces_metier","2","La formation aux gestes professionnels est réalisée exclusivement en présentiel, dans les conditions de la pratique professionnelle."
"D1222","4","acces_metier","3","L''évaluation finale d''un cycle professionnalisant est soumise à un jury et comporte une mise en situation dans les conditions de la pratique professionnelle."
"D1301","3","definition","1","Effectue la gestion commerciale et administrative d''une petite ou moyenne surface de vente et en développe la rentabilité commerciale."
"D1301","3","definition","2","Dirige la structure."
"D1301","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau Bac (professionnel, ...) à Bac+2 (BTS, DUT) en commerce, vente."
"D1301","4","acces_metier","2","Il est également accessible avec une expérience professionnelle dans le secteur du commerce sans diplôme particulier."
"D1301","4","acces_metier","3","L''inscription au Registre du commerce peut être requise."
"D1301","4","acces_metier","4","Une licence et un agrément délivrés par la Direction des Douanes sont requis pour l''exploitation d''un débit de tabac."
"D1302","3","definition","1","Le Responsable de boutique gère le quotidien d''un espace de vente pour en maximiser l''attractivité et les performances."
"D1302","3","definition","2","Gère l''activité quotidienne de la boutique pour assurer la satisfaction client et atteindre les objectifs de vente"
"D1302","3","definition","3","Supervise et forme une équipe de vente pour optimiser le service client"
"D1302","3","definition","4","Met en place des stratégies de merchandising pour maximiser l''impact visuel des produits"
"D1302","3","definition","5","Analyse les indicateurs de performance pour ajuster les stratégies commerciales"
"D1302","3","definition","6","Assure la gestion des stocks et des approvisionnements pour répondre aux besoins des clients"
"D1302","3","definition","7","Maintient une excellente présentation de la boutique et veille au respect des normes de la marque"
"D1302","4","acces_metier","1","Cet emploi est accessible avec des formations variées allant du niveau BAC au niveau BAC+3 dans le domaine du commerce et de de la vente."
"D1401","3","definition","1","Assure au quotidien les relations avec les clients, généralement à distance."
"D1401","3","definition","2","Apporte un appui opérationnel, commercial et administratif, principalement aux commerciaux (ou technico-commerciaux) et aux services internes."
"D1401","3","definition","3","Selon la taille de l''entreprise, peut gérer toutes les opérations qui précèdent, accompagnent et suivent les ventes."
"D1401","4","acces_metier","1","A défaut de qualification, une expérience de 2 ans minimum dans une fonction commerciale est généralement requise."
"D1402","3","definition","1","Prospecte une clientèle d''entreprises utilisatrices ou de revendeurs afin de présenter et de vendre des produits ou des services selon les objectifs commerciaux de la structure."
"D1402","3","definition","2","Réalise le suivi commercial de la clientèle (opérations de fidélisation, enquêtes de satisfaction, ...)."
"D1402","3","definition","3","Peut coordonner l''activité d''une équipe de vente."
"D1402","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau Bac +2 (BTS, DUT, ...) en vente, négociation et relation client, techniques de commercialisation, .... ou avec une expérience professionnelle dans le secteur du produit ou du service vendu."
"D1403","3","definition","1","Prospecte une clientèle de particuliers, présente et vend des produits ou des services selon les méthodes et la stratégie commerciale de l''entreprise."
"D1403","3","definition","2","Peut animer des réunions de vente au domicile de personnes."
"D1403","3","definition","3","Peut réaliser une étude technique lors de la vente d''équipements particuliers (cuisine, piscine, véranda, store, ...)."
"D1403","3","definition","4","Peut coordonner une équipe."
"D1403","4","acces_metier","1","Ce métier est accessible sans diplôme ni expérience professionnelle."
"D1404","3","definition","1","Présente des équipements (voitures, motocycles, camping car, bateaux, ...) à la clientèle, la conseille dans son choix, lui propose des services annexes (financement, extension de garanties, contrat d''entretien,...) et conclut la vente."
"D1404","3","definition","2","Peut prospecter une clientèle (particuliers, grands comptes, ...)."
"D1404","3","definition","3","Peut réaliser l''achat de véhicules/bateaux."
"D1404","3","definition","4","Peut coordonner une équipe de vente."
"D1404","4","acces_metier","1","Ce métier est accessible avec une expérience professionnelle dans le secteur commercial ou technique sans diplôme particulier."
"D1404","4","acces_metier","2","Un diplôme de niveau Bac (professionnel, technologique, ..) à Bac+2 (BTS, DUT, ...) dans le secteur commercial ou technique (mécanique automobile, nautisme, ...) peut en faciliter l''accès."
"D1405","3","definition","1","Le Conseiller en information médicale joue un rôle crucial dans la diffusion d''informations médicales précises et actualisées."
"D1405","3","definition","2","Informe et conseille les professionnels de santé sur les dernières avancées médicales et les produits pharmaceutiques"
"D1405","3","definition","3","Assure la liaison entre les entreprises pharmaceutiques et le corps médical pour garantir une communication efficace"
"D1405","3","definition","4","Organise et anime des réunions d''information et des formations pour les professionnels de santé"
"D1405","3","definition","5","Surveille et analyse les tendances du marché de la santé pour adapter les stratégies d''information"
"D1405","3","definition","6","Respecte les réglementations en vigueur concernant la diffusion d''informations médicales"
"D1405","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau Bac+2 à Bac+5 dans le secteur commercial ou médical."
"D1406","3","definition","1","Organise et suit l''activité de la force de vente selon la politique commerciale de l''entreprise."
"D1406","3","definition","2","Négocie et suit les contrats grands comptes."
"D1406","3","definition","3","Coordonne une ou plusieurs équipes de commerciaux."
"D1406","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau Bac+2 (BTS, DUT, ...) à Master (Master professionnel, diplôme d''école de commerce, ...) dans le secteur, complété par une expérience professionnelle dans la vente."
"D1406","4","acces_metier","2","La pratique d''une langue étrangère, en particulier l''anglais, peut être requise."
"D1407","3","definition","1","Le / La Technico-commercial(e), conseille et vend des produits ou services spécifiques à des clients."
"D1407","3","definition","2","Identifie les besoins des clients et propose des solutions techniques et commerciales adaptées"
"D1407","3","definition","3","Négocie les conditions commerciales et techniques des contrats"
"D1407","3","definition","4","Assure le suivi technique et commercial des projets"
"D1407","3","definition","5","Développe et fidélise le portefeuille clients"
"D1407","3","definition","6","Réalise une veille technologique et concurrentielle"
"D1407","3","definition","7","Peut coordonner une équipe de vente ou technique selon la structure de l''entreprise"
"D1407","4","acces_metier","1","Cet emploi est accessible avec un niveau Bac+2 à Bac+5 dans le domaine du commerce, complété par une expérience professionnelle dans la vente ou le secteur technique concerné."
"D1408","3","definition","1","Prospecte, conseille une clientèle (particuliers, entreprises, ...) et vend des produits ou des services (voyages, téléphonie, équipement, habillement, ...) par téléphone selon les objectifs commerciaux de l''entreprise."
"D1408","3","definition","2","Peut coordonner une équipe."
"D1408","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau Bac à Bac+2 en commerce, vente ou dans une discipline en lien avec l''activité de l''entreprise (tourisme, transport, ...)."
"D1408","4","acces_metier","2","Il est également accessible avec une expérience professionnelle dans le secteur commercial ou la vente sans diplôme particulier."
"D1408","4","acces_metier","3","Une expérience de la relation clientèle ou du management d''équipe facilite l''accès aux fonctions de superviseur, responsable de plateau, ..."
"D1408","4","acces_metier","4","Pour l''assistant(e) de régulation médicale, une formation diplômante est obligatoire."
"D1408","4","acces_metier","5","La pratique d''une langue étrangère peut être demandée."
"D1408","4","acces_metier","6","La pratique de l''outil informatique (logiciel de gestion de la relation client) et des technologies de l''information et de la communication (Internet, messagerie, ...) est requise."
"D1409","3","definition","1","Réalise le traitement commercial et administratif des commandes des clients dans un objectif de qualité (service, coût, délai, ...)."
"D1409","3","definition","2","Communique à la clientèle des informations techniques sur les produits/services de l''entreprise."
"D1409","3","definition","3","Peut prospecter la clientèle et vendre des produits/services."
"D1409","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau Bac (professionnel, technologique, ...) à Bac+2 (BTS, DUT, ...) en commerce, vente, négociation commerciale, relations client, secrétariat, ..."
"D1409","4","acces_metier","2","La pratique d''une langue étrangère, en particulier l''anglais, peut être demandée."
"D1410","3","definition","1","A un rôle essentiel d’interface entre l’entreprise et sa clientèle."
"D1410","3","definition","2","Promeut efficacement, avec une fine connaissance des enjeux de son secteur d’activité et ses talents en communication, l’offre de l’entreprise auprès de clients fidélisés ou de prospects."
"D1410","3","definition","3","Participe à augmenter les parts de marché de l’entreprise."
"D1410","4","acces_metier","1","2 années minimum d’expérience sont fréquemment requises, idéalement dans le secteur d’activité ou a minima auprès d’une cible clientèle spécifique. Ce poste est éventuellement ouvert aux jeunes diplômés ayant réalisé leurs études supérieures en alternance."
"D1411","3","definition","1","Le Responsable Efficacité Commerciale (SFE) est l''artisan de la réussite commerciale : il optimise les stratégies de vente pour maximiser les résultats de l''entreprise."
"D1411","3","definition","2","Développe et met en œuvre des stratégies pour augmenter l''efficacité des forces de vente"
"D1411","3","definition","3","Collabore avec les équipes marketing et produit pour aligner les efforts de vente avec les objectifs globaux de l''entreprise"
"D1411","3","definition","4","Définit et développe des outils de reporting & d''analyse des résultats"
"D1411","3","definition","5","Participe à la définition de la stratégie client et les méthodes de vente associées"
"D1411","3","definition","6","Analyse des études de marché et analyse des résultats"
"D1411","4","acces_metier","1","Cet emploi est accessible avec un Master en management commercial ou un Diplôme d''études supérieures en marketing."
"D1412","3","definition","1","A l''intersection de la santé et de la communication, le Délégué médical hospitalier fait le lien entre les laboratoires pharmaceutiques et le milieu hospitalier."
"D1412","3","definition","2","Suit l''évolution des dispositions déontologiques et des réglementations en vigueur et respecte leur application"
"D1412","3","definition","3","Assure la traçabilité des actions d''information et de promotion par l''élaboration de rapports et de reportings"
"D1412","3","definition","4","Informe et forme les professionnels de santé sur les nouveautés pharmaceutiques et les avancées médicales"
"D1412","3","definition","5","Maintient une relation professionnelle continue avec le personnel hospitalier pour assurer une bonne coopération"
"D1412","3","definition","6","Etablit et met en place un plan d''action sectoriel"
"D1412","3","definition","7","Entretient des relations multidisciplinaires dans le cadre de l''amélioration et de l''optimisation du parcours de soin"
"D1412","4","acces_metier","1","Cet emploi est accessible avec un Diplôme de visiteur médical, une Licence en sciences de la santé ou un Master en sciences pharmaceutiques. Les niveaux d''études requis varient de Bac+2 à Bac+5."
"D1413","3","definition","1","Le Délégué pharmaceutique joue un rôle important dans la liaison entre les entreprises pharmaceutiques et les professionnels de santé."
"D1413","3","definition","2","Promeut les produits pharmaceutiques auprès des professionnels de santé"
"D1413","3","definition","3","Développe des partenariats commerciaux et participe à l''élaboration de plans d''action sectoriels"
"D1413","3","definition","4","Conseille les équipes officinales sur le plan merchandising"
"D1413","3","definition","5","Suit l''activité, la réalisation des objectifs et met en place des plans d''action correctifs ou d''optimisation"
"D1413","3","definition","6","Assure une veille concurrentielle sur le marché des produits pharmaceutiques"
"D1413","4","acces_metier","1","Cet emploi est accessible avec diplôme de niveau Bac+2 à Bac+3, dans le domaine commercial ou en sciences."
"D1414","3","definition","1","Le Responsable de zone internationale orchestre le développement et la gestion des activités de l''entreprise à l''échelle internationale."
"D1414","3","definition","2","Définit la stratégie commerciale et de développement dans les zones attribuées"
"D1414","3","definition","3","Coordonne les activités entre les différents départements et les filiales à l''étranger"
"D1414","3","definition","4","Analyse les marchés internationaux pour identifier de nouvelles opportunités de croissance"
"D1414","3","definition","5","Négocie des contrats et des partenariats stratégiques avec des acteurs locaux"
"D1414","3","definition","6","Supervise la conformité des opérations avec les réglementations internationales"
"D1414","3","definition","7","Optimise les processus pour améliorer l''efficacité et réduire les coûts"
"D1414","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau Bac+5, tel qu''un Master en commerce ou en science."
"D1415","3","definition","1","Le Chargé de relation client, un rôle clé pour maintenir une communication efficace et satisfaire les besoins des clients."
"D1415","3","definition","2","Gère et développe les relations avec les clients pour assurer leur satisfaction"
"D1415","3","definition","3","Traite les demandes et réclamations des clients"
"D1415","3","definition","4","Suit les indicateurs de performance et propose des améliorations"
"D1415","3","definition","5","Collabore avec les équipes internes pour résoudre les problèmes clients"
"D1415","3","definition","6","Maintient à jour les bases de données"
"D1415","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau bac+2 dans le domaine commercial ou de la relation client."
"D1416","3","definition","1","Ce professionnel joue un rôle clé dans le développement et la fidélisation de la clientèle professionnelle."
"D1416","3","definition","2","Développe et entretient des relations d''affaires avec les clients existants et potentiels"
"D1416","3","definition","3","Identifie les besoins des clients et propose des solutions adaptées"
"D1416","3","definition","4","Négocie les contrats et les termes de vente pour maximiser les profits"
"D1416","3","definition","5","Assure le suivi des clients pour garantir la satisfaction et résoudre les problèmes éventuels"
"D1416","3","definition","6","Participe à des salons professionnels et à des réunions de réseau pour promouvoir les produits et services de l''entreprise"
"D1416","4","acces_metier","1","Cet emploi est accessible avec un bac + 2 ou bac +3 dans le domaine commercial. Outre le diplôme, les compétences relationnelles, la connaissance du secteur d’activité, et l’expérience professionnelle sont généralement très valorisées dans ce métier."
"D1417","3","definition","1","Le Chef des ventes, un leader stratégique au cœur du développement commercial."
"D1417","3","definition","2","Dirige et anime une équipe de vente pour atteindre les objectifs commerciaux"
"D1417","3","definition","3","Développe des stratégies de vente pour optimiser les performances du secteur"
"D1417","3","definition","4","Assure la formation et le coaching des membres de son équipe pour améliorer leurs compétences"
"D1417","3","definition","5","Analyse les données de vente pour ajuster les tactiques et stratégies commerciales"
"D1417","3","definition","6","Collabore avec d''autres départements pour assurer la cohérence des objectifs de l''entreprise"
"D1417","4","acces_metier","1","Les formations appréciées pour exercer cet emploi vont du Bac+3 au Bac +5 dans le domaine de la gestion administrative et commerciale des organisations, des techniques de commercialisation , du marketing ou de la vente."
"D1417","4","acces_metier","2","Bien qu''aucune certification ne soit obligatoire pour accéder à cet emploi, une expérience préalable d''au moins dix ans dans la gestion de points de vente est indispensable."
"D1418","3","definition","1","Le Négociant / La Négociante en bois, un(e) expert(e) de la commercialisation des produits boisés."
"D1418","3","definition","2","Achète des bois en grumes ou sciés auprès des producteurs"
"D1418","3","definition","3","Vend des bois aux industriels de la transformation du bois et aux particuliers"
"D1418","3","definition","4","Conseille sur les différents types de bois et leurs utilisations spécifiques"
"D1418","3","definition","5","Négocie les prix d''achat et de vente en tenant compte des variations du marché"
"D1418","3","definition","6","Assure la gestion des stocks et l''optimisation de la logistique de distribution"
"D1418","3","definition","7","Peut se spécialiser dans un type de bois ou une région géographique particulière"
"D1418","4","acces_metier","1","Cet emploi est accessible avec un niveau Bac+2 à Bac+5 dans les domaines du commerce, de la gestion ou avec une formation spécialisée en gestion des ressources forestières ou des matériaux bois."
"D1419","3","definition","1","Le Courtier / La Courtière en vins est un(e) intermédiaire spécialisé(e) dans la vente de vins entre les producteurs (vignerons) et les acheteurs professionnels (négociants, distributeurs, restaurateurs)."
"D1419","3","definition","2","Négocie les prix et les conditions d''achat des vins auprès des producteurs"
"D1419","3","definition","3","Assure la liaison entre les producteurs de vin et les acheteurs potentiels"
"D1419","3","definition","4","Conseille les clients sur les choix des vins en fonction de leurs besoins et préférences"
"D1419","3","definition","5","Organise des dégustations pour présenter les produits aux clients"
"D1419","3","definition","6","Suit les tendances du marché du vin pour offrir les meilleurs produits"
"D1419","3","definition","7","Peut participer à la promotion des vins sélectionnés lors d''événements spécialisés"
"D1419","4","acces_metier","1","Cet emploi est accessible avec un niveau Bac+2 à Bac+5 dans le domaine du commerce, de la viticulture ou du droit des affaires, complété par une formation spécialisée en oenologie ou en négociation commerciale."
"D1420","3","definition","1","Le Cadre Technico-commercial, un expert alliant compétences techniques et commerciales pour dynamiser les ventes."
"D1420","3","definition","2","Développe et entretient des relations avec les clients pour comprendre leurs besoins techniques et commerciaux"
"D1420","3","definition","3","Propose des solutions adaptées aux problématiques des clients en s''appuyant sur une expertise technique"
"D1420","3","definition","4","Négocie les contrats et les termes de vente pour maximiser les profits tout en satisfaisant les clients"
"D1420","3","definition","5","Assure le suivi des projets et la satisfaction des clients après la vente"
"D1420","3","definition","6","Analyse les tendances du marché pour ajuster les stratégies de vente"
"D1420","3","definition","7","Forme et encadre les équipes de vente sur les aspects techniques des produits"
"D1420","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau Bac+2 à Bac+5 en commerce ou gestion."
"D1501","3","definition","1","Promeut un produit (ou un groupe de produits) au sein d’un réseau de points de vente."
"D1501","3","definition","2","Est en charge de divers événements commerciaux prévus par la stratégie commerciale."
"D1501","3","definition","3","Peut organiser, former et animer la force de vente afin d’assurer la croissance du chiffre d’affaires de l’entreprise."
"D1501","4","acces_metier","1","Ce poste requiert généralement une première expérience terrain réussie en animation de vente ou animation commerciale. Une expérience dans l’encadrement et l''animation d’équipe commerciale est également souvent souhaitée."
"D1502","3","definition","1","Supervise les flux de ventes, met en place les opérations commerciales et coordonne les activités d''une équipe de vendeurs et d''employés de libre-service d''un ou plusieurs rayon(s) de produits alimentaires frais (fruits et légumes, viande, poisson, produits laitiers, ...) ou hors frais (épicerie, conserves, liquides, ...) selon la réglementation du commerce, les règles d''hygiène et de sécurité alimentaires et la stratégie commerciale de l''enseigne."
"D1502","3","definition","2","Peut conseiller la clientèle sur les produits en rayon."
"D1502","3","definition","3","Peut effectuer la préparation (coupe, dressage de plats,...) de produits frais."
"D1502","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau Bac (général, professionnel, ...) à Bac+2 (BTS, DUT, ...) en commerce, vente, distribution ou alimentaire."
"D1502","4","acces_metier","2","Il est également accessible avec un diplôme de niveau CAP/BEP en commerce, vente, complété par une expérience professionnelle dans les mêmes secteurs."
"D1502","4","acces_metier","3","Des formations spécifiques dans le secteur des métiers de bouche (boucherie, boulangerie, poissonnerie, ...) peuvent être demandées."
"D1502","4","acces_metier","4","La pratique d''outils bureautiques (tableur, logiciel de gestion de stocks, ...) est requise."
"D1503","3","definition","1","Supervise les flux de ventes, met en place les opérations commerciales et coordonne les activités d''une équipe de vendeurs et d''employés de libre-service d''un ou plusieurs rayon(s) de produits non alimentaires (bricolage, produits culturels, électroménager, informatique, équipement de la personne, ...) selon la réglementation du commerce et la stratégie commerciale de l''enseigne."
"D1503","3","definition","2","Peut conseiller la clientèle sur les produits en rayon."
"D1503","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau bac+2 (BTS, DUT, ...) en commerce, vente et distribution."
"D1503","4","acces_metier","2","Il est également accessible avec un diplôme de niveau Bac (professionnel, ...) en commerce, vente, complété par une expérience professionnelle dans le secteur."
"D1503","4","acces_metier","3","Des connaissances dans un domaine spécifique (jardinerie, bricolage, informatique, ...) peuvent être demandées."
"D1503","4","acces_metier","4","La pratique de l''outil informatique (tableur, logiciel de gestion de stocks, ...) est exigée."
"D1504","3","definition","1","Organise et supervise l''activité d''une surface de vente de la grande distribution dans ses dimensions techniques, humaines et financières, afin de développer la rentabilité selon la politique commerciale de l''entreprise ou de l''enseigne/marque."
"D1504","3","definition","2","Peut superviser la gestion commerciale de plusieurs magasins."
"D1504","4","acces_metier","1","Ce métier est accessible à partir d''un diplôme de niveau Bac +2 (BTS, DUT, ...) dans le secteur commercial, complété par une expérience professionnelle de chef de rayon, chef de département, directeur adjoint ou chef de secteur."
"D1505","3","definition","1","Réalise l''enregistrement des ventes et l''encaissement de produits, d''articles (vêtements, alimentation, carburant, ...) ou de services (péages d''autoroute, parking, ...)."
"D1505","3","definition","2","Peut effectuer le réassort des produits en magasin."
"D1505","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau CAP/BEP à Bac (général, professionnel, ...) dans les secteurs de la vente et de la distribution."
"D1505","4","acces_metier","2","Il est également accessible avec une expérience professionnelle dans ces secteurs sans diplôme particulier."
"D1505","4","acces_metier","3","Les recrutements peuvent être ouverts sur contrats de travail saisonniers ou à durée déterminée."
"D1506","3","definition","1","Optimise l''organisation des linéaires de vente (implantation, mise en valeur, quantité, ...) afin d''accroître la rentabilité commerciale d''une surface de vente (hypermarché, ...) selon les objectifs commerciaux de la marque ou de l''enseigne."
"D1506","3","definition","2","Peut réaliser des outils d''aide à la vente."
"D1506","3","definition","3","Peut coordonner une équipe."
"D1506","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau Bac+2 (DUT, BTS) à Master (M1, Diplôme d''Ingénieur Maître, ...) en commerce, distribution et vente."
"D1507","3","definition","1","Réalise la mise en rayon (installation, balisage, étiquetage, ...) de produits alimentaires (frais et hors frais) ou non alimentaires sur une surface de vente selon la réglementation du commerce, les objectifs commerciaux de l''entreprise et les règles d''hygiène et de sécurité."
"D1507","3","definition","2","Peut effectuer l''encaissement de produits ou d''articles."
"D1507","4","acces_metier","1","Ce métier est accessible sans diplôme ni expérience professionnelle."
"D1507","4","acces_metier","2","Un CAP/BEP en vente et distribution ou une expérience professionnelle dans ces mêmes secteurs peut en faciliter l''accès."
"D1507","4","acces_metier","3","Un ou plusieurs Certificat(s) d''Aptitude à la Conduite En Sécurité -CACES- conditionné(s) par une aptitude médicale à renouveler périodiquement peu(ven)t être requis."
"D1508","3","definition","1","Effectue les opérations de gestion (flux financiers, comptage de fonds de caisses, ...) et d''organisation (planning des hôtes de caisse, fluidité des files d''attente, ...) de la ligne de caisses d''un magasin selon la stratégie commerciale de l''entreprise et la charte qualité du magasin."
"D1508","3","definition","2","Peut effectuer l''encaissement de produits, d''articles."
"D1508","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau Bac+2 (BTS, DUT, ...) à Licence (Licence professionnelle, ...) en vente, distribution, gestion et comptabilité."
"D1508","4","acces_metier","2","Il est également accessible avec un diplôme de niveau Bac (professionnel, technologique, ...) complété par une expérience professionnelle dans les secteurs de la vente et du commerce."
"D1509","3","definition","1","Organise et coordonne l''activité d''un ensemble de rayons d''une surface de vente de la grande distribution, selon les objectifs commerciaux de la structure."
"D1509","3","definition","2","Coordonne une équipe."
